city,chengjiao_href,chengjiao_title,area_sqm,total_selling_price,total_deal_price,unit_deal_price,deal_date,post_to_deal_days,facing,huxing,floor,furbishing,elevator,year
sh,https://sh.lianjia.com/chengjiao/107001947353.html,中远两湾城 4室2厅 168.48平米,168.48,1200.0,1160.0,68851.0,2017-03-31,1305,南,4室2厅,高楼层(共33层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107000164305.html,中远两湾城 1室2厅 75.31平米,75.31,590.0,570.0,75688.0,2017-03-30,1909,南,1室2厅,低楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107000201237.html,中远两湾城 3室2厅 145.93平米,145.93,1080.0,1080.0,74009.0,2017-03-30,1909,南,3室2厅,低楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107000030365.html,中远两湾城 3室2厅 163.77平米,163.77,1120.0,1090.0,66557.0,2017-03-30,1909,南,3室2厅,高楼层(共33层),其他,有电梯,2004
sh,https://sh.lianjia.com/chengjiao/107000074711.html,中远两湾城 3室2厅 164.63平米,164.63,1200.0,1180.0,71676.0,2017-03-29,1908,南,3室2厅,低楼层(共32层),其他,有电梯,2004
sh,https://sh.lianjia.com/chengjiao/107000247163.html,中远两湾城 2室1厅 85.71平米,85.71,670.0,658.0,76771.0,2017-03-28,1907,西南,2室1厅,高楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107001905717.html,中远两湾城 2室2厅 103.02平米,103.02,680.0,660.0,64066.0,2017-03-18,1636,南,2室2厅,低楼层(共33层),其他,有电梯,2001
sh,https://sh.lianjia.com/chengjiao/107000139407.html,中远两湾城 2室2厅 76.71平米,76.71,530.0,525.0,68440.0,2017-03-11,1890,南,2室2厅,低楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107001002607.html,中远两湾城 车位,-1.0,55.0,53.0,16440.0,2017-03-11,19,暂无数据,车位,中楼层(共9层),其他,无电梯,板楼
sh,https://sh.lianjia.com/chengjiao/107000229415.html,中远两湾城 1室2厅 62.36平米,62.36,490.0,480.0,76973.0,2017-03-09,1888,南,1室2厅,低楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107000251853.html,中远两湾城 2室2厅 107.23平米,107.23,640.0,610.0,56888.0,2017-03-06,1885,西南,2室2厅,中楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107000216303.html,中远两湾城 3室2厅 150.98平米,150.98,950.0,925.0,61267.0,2017-03-06,1885,东南,3室2厅,高楼层(共33层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107000366855.html,中远两湾城 3室2厅 133.19平米,133.19,890.0,880.0,66072.0,2017-03-04,1883,南,3室2厅,中楼层(共32层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107000213257.html,中远两湾城 3室2厅 143.17平米,143.17,900.0,897.5,62688.0,2017-02-28,1879,南,3室2厅,低楼层(共33层),其他,有电梯,2001
sh,https://sh.lianjia.com/chengjiao/107001078489.html,中远两湾城 3室2厅 132.68平米,132.68,860.0,827.5,62369.0,2017-02-27,1273,南,3室2厅,中楼层(共32层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107000126401.html,中远两湾城 3室2厅 112.68平米,112.68,780.0,740.0,65673.0,2017-02-26,1877,西南,3室2厅,中楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107001823539.html,中远两湾城 2室2厅 101.99平米,101.99,680.0,628.0,61575.0,2017-02-26,1616,南,2室2厅,低楼层(共33层),其他,有电梯,2001
sh,https://sh.lianjia.com/chengjiao/107001605821.html,中远两湾城 2室2厅 102.38平米,102.38,740.0,723.0,70620.0,2017-02-19,1610,南,2室2厅,中楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107000254863.html,中远两湾城 3室2厅 150.72平米,150.72,960.0,900.0,59714.0,2017-02-18,1869,南,3室2厅,中楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107001006463.html,中远两湾城 车位,-1.0,52.0,50.0,17159.0,2017-02-15,52,暂无数据,车位,地下室(共9层),其他,无电梯,板楼
sh,https://sh.lianjia.com/chengjiao/107000151535.html,中远两湾城 3室2厅 159.87平米,159.87,1100.0,1060.0,66304.0,2017-02-11,1862,南,3室2厅,中楼层(共33层),其他,有电梯,2004
sh,https://sh.lianjia.com/chengjiao/107000405795.html,中远两湾城 1室2厅 74.68平米,74.68,600.0,560.0,74987.0,2017-02-07,1616,南,1室2厅,高楼层(共27层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107000247315.html,中远两湾城 2室2厅 100.7平米,100.7,695.0,650.0,64549.0,2017-01-26,1846,南,2室2厅,低楼层(共33层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107000214021.html,中远两湾城 2室2厅 103.67平米,103.67,760.0,740.0,71381.0,2017-01-21,1841,南,2室2厅,中楼层(共23层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107001839453.html,中远两湾城 1室2厅 67.48平米,67.48,480.0,470.0,69651.0,2017-01-21,1236,南,1室2厅,低楼层(共34层),其他,有电梯,2005
sh,https://sh.lianjia.com/chengjiao/107000194767.html,中远两湾城 2室2厅 97.93平米,97.93,675.0,650.0,66374.0,2017-01-20,1840,暂无数据,2室2厅,低楼层(共32层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107000267613.html,中远两湾城 2室2厅 105.67平米,105.67,680.0,630.0,59620.0,2017-01-20,1840,西南,2室2厅,低楼层(共34层),其他,有电梯,2005
sh,https://sh.lianjia.com/chengjiao/107000175297.html,中远两湾城 3室2厅 135.56平米,135.56,1080.0,947.0,69859.0,2017-01-19,1839,南,3室2厅,高楼层(共34层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107000159163.html,中远两湾城 1室2厅 75.45平米,75.45,600.0,585.0,77535.0,2017-01-18,1838,南,1室2厅,中楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107000238965.html,中远两湾城 2室2厅 100.7平米,100.7,700.0,655.0,65045.0,2017-01-17,1837,南,2室2厅,低楼层(共33层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107000947201.html,中远两湾城 车位,-1.0,52.0,52.0,17334.0,2017-01-13,323,暂无数据,车位,低楼层(共9层),其他,无电梯,板楼
sh,https://sh.lianjia.com/chengjiao/107001332869.html,中远两湾城 1室2厅 55.72平米,55.72,430.0,420.0,75377.0,2017-01-11,1573,西南,1室2厅,高楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107001004751.html,中远两湾城 车位,-1.0,52.0,51.5,14715.0,2017-01-07,4,暂无数据,车位,低楼层(共9层),其他,无电梯,板楼
sh,https://sh.lianjia.com/chengjiao/107001004471.html,中远两湾城 车位,-1.0,53.0,52.5,14432.0,2017-01-04,8,暂无数据,车位,地下室(共9层),其他,无电梯,板楼
sh,https://sh.lianjia.com/chengjiao/107010110662.html,中远两湾城 2室2厅 67.38平米,67.38,500.0,500.0,74206.0,2016-12-16,1806,南,2室2厅,低楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010110797.html,中远两湾城 车位,-1.0,55.0,53.0,17667.0,2016-12-13,427,暂无数据,车位,低楼层(共9层),其他,无电梯,板楼
sh,https://sh.lianjia.com/chengjiao/107010108218.html,中远两湾城 2室2厅 103.52平米,103.52,698.0,698.0,67427.0,2016-11-27,1787,南,2室2厅,中楼层(共33层),其他,有电梯,2001
sh,https://sh.lianjia.com/chengjiao/107010108653.html,中远两湾城 3室2厅 124.66平米,124.66,845.0,845.0,67785.0,2016-11-27,1727,南,3室2厅,低楼层(共35层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010109828.html,中远两湾城 1室0厅 33.66平米,33.66,50.0,50.0,14855.0,2016-11-27,1,暂无数据,1室0厅,低楼层(共2层),其他,无电梯,板楼
sh,https://sh.lianjia.com/chengjiao/107010109227.html,中远两湾城 2室2厅 100.15平米,100.15,690.0,690.0,68897.0,2016-11-26,1786,东南,2室2厅,高楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010109193.html,中远两湾城 3室2厅 166.8平米,166.8,1200.0,1200.0,71943.0,2016-11-24,1784,西南,3室2厅,高楼层(共32层),其他,有电梯,2004
sh,https://sh.lianjia.com/chengjiao/107010108953.html,中远两湾城 5室2厅 176.2平米,176.2,1200.0,1195.0,67821.0,2016-11-20,1780,南,5室2厅,高楼层(共34层),其他,有电梯,2005
sh,https://sh.lianjia.com/chengjiao/107010106673.html,中远两湾城 1室1厅 59.59平米,59.59,500.0,498.0,83572.0,2016-11-18,1519,南,1室1厅,中楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010095531.html,中远两湾城 2室2厅 101.07平米,101.07,655.0,655.0,64807.0,2016-11-11,1771,南,2室2厅,中楼层(共32层),其他,有电梯,2001
sh,https://sh.lianjia.com/chengjiao/107010103569.html,中远两湾城 2室2厅 108.94平米,108.94,775.0,775.0,71141.0,2016-11-09,1510,南,2室2厅,低楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010101353.html,中远两湾城 2室2厅 100.93平米,100.93,730.0,725.0,71832.0,2016-11-06,1766,南,2室2厅,中楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010107237.html,中远两湾城 3室2厅 112.68平米,112.68,830.0,810.0,71885.0,2016-11-05,1504,南,3室2厅,中楼层(共25层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010107048.html,中远两湾城 3室2厅 153.49平米,153.49,932.0,932.0,60721.0,2016-11-02,1501,南,3室2厅,低楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010102725.html,中远两湾城 3室2厅 162.92平米,162.92,1050.0,1075.0,65984.0,2016-10-31,1501,南,3室2厅,中楼层(共27层),其他,有电梯,2004
sh,https://sh.lianjia.com/chengjiao/107010107054.html,中远两湾城 1室2厅 77.32平米,77.32,575.0,575.0,74367.0,2016-10-29,1758,南,1室2厅,中楼层(共32层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010099469.html,中远两湾城 1室1厅 139.37平米,139.37,940.0,940.0,67447.0,2016-10-28,1757,南,1室1厅,低楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010106806.html,中远两湾城 2室2厅 102.13平米,102.13,675.0,675.0,66093.0,2016-10-26,1489,东南,2室2厅,高楼层(共32层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010107300.html,中远两湾城 1室2厅 89.82平米,89.82,660.0,650.0,72367.0,2016-10-25,1754,东南,1室2厅,中楼层(共33层),其他,有电梯,2004
sh,https://sh.lianjia.com/chengjiao/107010103477.html,中远两湾城 2室2厅 100.9平米,100.9,590.0,580.0,57483.0,2016-10-24,1753,东南,2室2厅,低楼层(共33层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010107064.html,中远两湾城 车位,-1.0,58.0,51.0,14572.0,2016-10-22,34,暂无数据,车位,地下室(共9层),其他,无电梯,板楼
sh,https://sh.lianjia.com/chengjiao/107010105012.html,中远两湾城 1室1厅 62.36平米,62.36,495.0,495.0,79378.0,2016-10-20,1749,南,1室1厅,高楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010105054.html,中远两湾城 1室2厅 77.32平米,77.32,565.0,560.0,72427.0,2016-10-15,1485,南,1室2厅,高楼层(共32层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010097581.html,中远两湾城 3室2厅 163.77平米,163.77,1200.0,1160.0,70832.0,2016-10-15,1744,南,3室2厅,高楼层(共33层),其他,有电梯,2004
sh,https://sh.lianjia.com/chengjiao/107010097334.html,中远两湾城 2室2厅 99.66平米,99.66,697.0,697.0,69938.0,2016-10-10,1133,南,2室2厅,中楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010104528.html,中远两湾城 3室2厅 134.38平米,134.38,970.0,970.0,72184.0,2016-10-10,1739,南,3室2厅,中楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010103755.html,中远两湾城 2室2厅 112.05平米,112.05,750.0,747.0,66667.0,2016-10-09,1738,南,2室2厅,低楼层(共32层),其他,有电梯,2004
sh,https://sh.lianjia.com/chengjiao/107010100805.html,中远两湾城 3室2厅 100.44平米,100.44,690.0,690.0,68698.0,2016-10-07,1736,暂无数据,3室2厅,中楼层(共34层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010101481.html,中远两湾城 3室2厅 160.17平米,160.17,1050.0,1050.0,65556.0,2016-10-06,1735,南,3室2厅,中楼层(共33层),其他,有电梯,2004
sh,https://sh.lianjia.com/chengjiao/107010097858.html,中远两湾城 1室2厅 66.09平米,66.09,500.0,500.0,75655.0,2016-09-30,1470,西南,1室2厅,高楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010099577.html,中远两湾城 2室1厅 73.3平米,73.3,522.0,522.0,71215.0,2016-09-29,1728,暂无数据,2室1厅,低楼层(共33层),其他,有电梯,2001
sh,https://sh.lianjia.com/chengjiao/107010089945.html,中远两湾城 2室2厅 109.83平米,109.83,715.0,740.0,67377.0,2016-09-28,1466,南,2室2厅,低楼层(共25层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010101933.html,中远两湾城 2室2厅 103.91平米,103.91,700.0,702.5,67607.0,2016-09-28,1468,南,2室2厅,中楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010101998.html,中远两湾城 1室2厅 60.91平米,60.91,498.0,498.0,81760.0,2016-09-27,1726,暂无数据,1室2厅,高楼层(共32层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010102270.html,中远两湾城 1室2厅 61.51平米,61.51,505.0,492.0,79987.0,2016-09-26,1725,西南,1室2厅,高楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010099356.html,中远两湾城 2室2厅 117.15平米,117.15,750.0,758.0,64704.0,2016-09-25,1724,南,2室2厅,中楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010097162.html,中远两湾城 4室2厅 165.9平米,165.9,965.0,965.0,58168.0,2016-09-24,1460,南,4室2厅,低楼层(共27层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010094623.html,中远两湾城 2室2厅 99.19平米,99.19,660.0,660.0,66539.0,2016-09-22,1721,南,2室2厅,低楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010098687.html,中远两湾城 --室--厅 129.64平米,129.64,800.0,770.0,59396.0,2016-09-19,1718,暂无数据,--室--厅,中楼层(共34层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010101737.html,中远两湾城 3室2厅 141.58平米,141.58,850.0,850.0,60037.0,2016-09-19,1718,南,3室2厅,低楼层(共27层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010081457.html,中远两湾城 3室2厅 135.48平米,135.48,770.0,770.0,56835.0,2016-09-18,1455,南,3室2厅,低楼层(共34层),其他,有电梯,2001
sh,https://sh.lianjia.com/chengjiao/107010098531.html,中远两湾城 车位,-1.0,50.0,50.0,16667.0,2016-09-18,72,暂无数据,车位,低楼层(共9层),其他,无电梯,板楼
sh,https://sh.lianjia.com/chengjiao/107010088823.html,中远两湾城 3室2厅 118.69平米,118.69,755.0,755.0,63612.0,2016-09-18,1458,南,3室2厅,高楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010098548.html,中远两湾城 车位,-1.0,50.0,50.0,16667.0,2016-09-18,59,暂无数据,车位,低楼层(共9层),其他,无电梯,板楼
sh,https://sh.lianjia.com/chengjiao/107010096975.html,中远两湾城 4室2厅 150.98平米,150.98,960.0,960.0,63585.0,2016-09-16,1715,南,4室2厅,中楼层(共33层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010099176.html,中远两湾城 1室2厅 61.3平米,61.3,460.0,450.0,73410.0,2016-09-12,1711,西南,1室2厅,低楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010095934.html,中远两湾城 2室2厅 100.15平米,100.15,690.0,680.0,67899.0,2016-09-12,1711,南,2室2厅,高楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010097564.html,中远两湾城 1室2厅 59.65平米,59.65,458.0,458.0,76782.0,2016-09-11,1710,南,1室2厅,中楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010094640.html,中远两湾城 3室2厅 126.36平米,126.36,720.0,720.0,56981.0,2016-09-11,1104,南,3室2厅,低楼层(共34层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010085464.html,中远两湾城 2室2厅 112.05平米,112.05,730.0,725.0,64704.0,2016-09-09,1708,南,2室2厅,高楼层(共32层),其他,有电梯,2004
sh,https://sh.lianjia.com/chengjiao/107010097807.html,中远两湾城 4室2厅 164平米,164.0,1080.0,960.0,58537.0,2016-09-06,1705,南,4室2厅,低楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010098503.html,中远两湾城 1室1厅 149.04平米,149.04,895.0,895.0,60051.0,2016-09-05,1587,南,1室1厅,中楼层(共34层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010094387.html,中远两湾城 2室2厅 101.5平米,101.5,640.0,640.0,63055.0,2016-09-04,1703,南,2室2厅,中楼层(共33层),其他,有电梯,2001
sh,https://sh.lianjia.com/chengjiao/107010087371.html,中远两湾城 2室2厅 98.99平米,98.99,575.0,575.0,58087.0,2016-09-02,1701,南,2室2厅,中楼层(共34层),其他,有电梯,2005
sh,https://sh.lianjia.com/chengjiao/107010090997.html,中远两湾城 2室2厅 105.55平米,105.55,685.0,683.9,64794.0,2016-09-01,1700,西南,2室2厅,低楼层(共36层),其他,有电梯,2001
sh,https://sh.lianjia.com/chengjiao/107010088918.html,中远两湾城 --室--厅 75.31平米,75.31,560.0,543.0,72102.0,2016-08-31,1699,暂无数据,--室--厅,低楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010092479.html,中远两湾城 4室2厅 164.6平米,164.6,970.0,965.0,58627.0,2016-08-31,1699,南,4室2厅,低楼层(共26层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010095272.html,中远两湾城 4室2厅 164.6平米,164.6,1055.0,1055.0,64095.0,2016-08-31,1093,南,4室2厅,低楼层(共26层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010091896.html,中远两湾城 2室2厅 88.78平米,88.78,630.0,640.5,72145.0,2016-08-31,1699,南,2室2厅,中楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010093588.html,中远两湾城 3室2厅 124.3平米,124.3,760.0,755.0,60741.0,2016-08-30,1698,东南,3室2厅,低楼层(共34层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010087880.html,中远两湾城 3室2厅 165.28平米,165.28,870.0,855.0,51731.0,2016-08-30,1437,南,3室2厅,高楼层(共34层),其他,有电梯,2005
sh,https://sh.lianjia.com/chengjiao/107010094266.html,中远两湾城 2室2厅 116.52平米,116.52,730.0,730.0,62651.0,2016-08-29,1091,东南,2室2厅,高楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010091138.html,中远两湾城 3室2厅 126.9平米,126.9,790.0,780.0,61466.0,2016-08-29,1697,南,3室2厅,低楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010095588.html,中远两湾城 2室2厅 98.99平米,98.99,600.0,600.0,60613.0,2016-08-29,1436,南,2室2厅,低楼层(共34层),其他,有电梯,2005
sh,https://sh.lianjia.com/chengjiao/107010089068.html,中远两湾城 3室2厅 135.18平米,135.18,820.0,790.0,58441.0,2016-08-28,1438,南,3室2厅,中楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010086459.html,中远两湾城 3室2厅 150.72平米,150.72,880.0,875.0,58055.0,2016-08-28,1455,南,3室2厅,高楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010089613.html,中远两湾城 4室2厅 162.58平米,162.58,1100.0,1080.0,66429.0,2016-08-27,1432,南,4室2厅,中楼层(共27层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010088147.html,中远两湾城 3室2厅 132.23平米,132.23,860.0,862.0,65190.0,2016-08-26,1694,南,3室2厅,中楼层(共32层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010088128.html,中远两湾城 3室2厅 124.49平米,124.49,710.0,710.0,57033.0,2016-08-26,1694,南,3室2厅,低楼层(共35层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010090125.html,中远两湾城 3室2厅 133.17平米,133.17,820.0,850.0,63829.0,2016-08-21,1430,南,3室2厅,高楼层(共32层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010082100.html,中远两湾城 1室2厅 75.45平米,75.45,560.0,532.0,70511.0,2016-08-21,1689,南,1室2厅,中楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010088798.html,中远两湾城 2室2厅 111.63平米,111.63,650.0,620.0,55541.0,2016-08-20,1688,南,2室2厅,中楼层(共34层),其他,有电梯,2005
sh,https://sh.lianjia.com/chengjiao/107010091568.html,中远两湾城 2室2厅 96.68平米,96.68,708.0,708.0,73232.0,2016-08-20,1688,西南,2室2厅,中楼层(共34层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010084723.html,中远两湾城 2室2厅 96.24平米,96.24,600.0,600.0,62345.0,2016-08-17,1685,西南,2室2厅,低楼层(共34层),其他,有电梯,2001
sh,https://sh.lianjia.com/chengjiao/107010084670.html,中远两湾城 1室2厅 65.26平米,65.26,475.0,475.0,72786.0,2016-08-14,1470,南,1室2厅,高楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010085491.html,中远两湾城 3室2厅 116.52平米,116.52,690.0,685.0,58789.0,2016-08-06,1674,南,3室2厅,高楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010083438.html,中远两湾城 2室2厅 97.62平米,97.62,635.0,612.0,62693.0,2016-08-05,1416,南,2室2厅,中楼层(共35层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010084240.html,中远两湾城 3室2厅 132.18平米,132.18,780.0,760.0,57498.0,2016-08-05,1556,南,3室2厅,低楼层(共34层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010086130.html,中远两湾城 2室2厅 89.78平米,89.78,None,615.0,68501.0,2016-08-02,1670,南,2室2厅,低楼层(共27层),其他,有电梯,2004
sh,https://sh.lianjia.com/chengjiao/107010082523.html,中远两湾城 3室2厅 124.66平米,124.66,770.0,770.0,61769.0,2016-08-02,1413,南,3室2厅,中楼层(共35层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010083177.html,中远两湾城 3室2厅 132.23平米,132.23,800.0,760.0,57476.0,2016-07-15,1393,南,3室2厅,高楼层(共33层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010078577.html,中远两湾城 --室--厅 110.96平米,110.96,690.0,662.0,59662.0,2016-07-11,1349,暂无数据,--室--厅,低楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010079386.html,中远两湾城 1室2厅 65.26平米,65.26,480.0,480.0,73552.0,2016-07-10,1388,南,1室2厅,中楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010081289.html,中远两湾城 1室2厅 81.77平米,81.77,558.0,530.0,64816.0,2016-07-09,1646,东南,1室2厅,低楼层(共32层),其他,有电梯,2004
sh,https://sh.lianjia.com/chengjiao/107010081581.html,中远两湾城 2室2厅 97.43平米,97.43,630.0,588.0,60352.0,2016-07-05,1642,南,2室2厅,低楼层(共30层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010078742.html,中远两湾城 1室2厅 75.45平米,75.45,515.0,515.0,68258.0,2016-06-24,1631,南,1室2厅,高楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010078620.html,中远两湾城 3室2厅 135.09平米,135.09,855.0,850.0,62922.0,2016-06-23,1605,东南,3室2厅,中楼层(共30层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010073846.html,中远两湾城 3室2厅 132.18平米,132.18,726.0,726.0,54926.0,2016-06-10,1617,南,3室2厅,中楼层(共34层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010072744.html,中远两湾城 1室2厅 65.78平米,65.78,440.0,428.0,65066.0,2016-05-05,1581,南,1室2厅,低楼层(共34层),其他,有电梯,2005
sh,https://sh.lianjia.com/chengjiao/107010070948.html,中远两湾城 2室2厅 98.99平米,98.99,605.0,600.0,60613.0,2016-04-15,1561,南,2室2厅,高楼层(共34层),其他,有电梯,2005
sh,https://sh.lianjia.com/chengjiao/107010067766.html,中远两湾城 2室2厅 107.23平米,107.23,640.0,640.0,59685.0,2016-03-31,1546,南,2室2厅,低楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010033450.html,中远两湾城 3室2厅 149.39平米,149.39,650.0,650.0,43511.0,2016-03-29,1544,南,3室2厅,中楼层(共27层),其他,有电梯,2004
sh,https://sh.lianjia.com/chengjiao/107010032521.html,中远两湾城 4室2厅 161.22平米,161.22,750.0,735.0,45590.0,2016-03-27,1542,暂无数据,4室2厅,低楼层(共27层),其他,有电梯,2005
sh,https://sh.lianjia.com/chengjiao/107010053494.html,中远两湾城 3室2厅 121.95平米,121.95,640.0,640.0,52481.0,2016-03-24,1539,暂无数据,3室2厅,中楼层(共30层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010067732.html,中远两湾城 2室2厅 98.43平米,98.43,640.0,625.0,63497.0,2016-03-24,1539,南,2室2厅,高楼层(共34层),其他,有电梯,2006
sh,https://sh.lianjia.com/chengjiao/107010067943.html,中远两湾城 2室2厅 105.67平米,105.67,635.0,635.0,60093.0,2016-03-21,1275,南,2室2厅,低楼层(共34层),其他,有电梯,2005
sh,https://sh.lianjia.com/chengjiao/107010067974.html,中远两湾城 2室2厅 99.44平米,99.44,649.0,649.0,65266.0,2016-03-19,1534,南,2室2厅,高楼层(共35层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010055811.html,中远两湾城 3室2厅 132.68平米,132.68,705.0,704.0,53060.0,2016-03-18,1533,南,3室2厅,高楼层(共32层),其他,有电梯,2002
sh,https://sh.lianjia.com/chengjiao/107010069679.html,中远两湾城 1室2厅 67.48平米,67.48,450.0,445.0,65946.0,2016-03-17,1271,西南,1室2厅,中楼层(共34层),其他,有电梯,2005
sh,https://sh.lianjia.com/chengjiao/107010065984.html,中远两湾城 2室2厅 117.8平米,117.8,640.0,640.0,54330.0,2016-03-12,1527,暂无数据,2室2厅,低楼层(共33层),其他,有电梯,2004
sh,https://sh.lianjia.com/chengjiao/107010067402.html,中远两湾城 2室2厅 108.94平米,108.94,690.0,685.0,62879.0,2016-03-12,1527,南,2室2厅,高楼层(共34层),其他,有电梯,2003
sh,https://sh.lianjia.com/chengjiao/107010057853.html,中远两湾城 2室2厅 101.99平米,101.99,580.0,580.0,56869.0,2016-03-11,1264,南,2室2厅,高楼层(共33层),其他,有电梯,2001
