brand_name,food_category,total_stores,attendance_fee,corp_name,corp_address,corp_type,corp_capital,corp_reg_date,corp_location
Mr比萨,披萨,1000,100~200万,Mr. Pizza JAPAN,上海市,有限责任公司,1000,2010-12-01,上海市
美而美,汉堡,500,50~100万,美而美食品实业有限公司,北京市,股份有限公司,700,,台湾
四海游龙锅贴,锅贴,50,10~20万,四海游龙锅贴,上海市,有限责任公司,500,1993-01-01,上海市
佛罗仑,比萨,100,10~20万,北京爵士岛咖啡有限公司佛罗仑比,北京市,股份有限公司,800,,北京市海淀区莲花池东
小松子日本料理,日本料理,500,20~50万,餐饮管理有限公司,吉林省长春,股份有限公司,800,,长春市东朝阳路555
熊猫先生披萨,披萨,100,10~20万,上海辰福投资管理有限公司,上海市,有限责任公司,100,2007-06-01,上海市
老大薯条,薯条,100,20~50万,老大薯条,台湾省,有限责任公司,300,2014-02-27,台湾省
乐时榴莲披萨,西餐,114,10~20万,广州品腾餐饮管理有限公司,广东省深圳,股份有限公司,1563,2001-10-10,广东省深圳市罗湖区
啃德起,西式快餐,100,1~5万,上海永奇餐饮管理有限公司,上海市,股份有限公司,200,,上海市闸北区中山北路
利福祥,西点,30,10~20万,北京市莉福祥饮食文化有限公司,北京市,国有企业,700,,北京市丰台区成寿寺路
艾多物语,蛋糕,500,5~10万,善生坊（北京）国际食品有限公司,北京市,股份有限公司,800,,北京市昌平区回龙观西
豪享来,西餐,200,10~20万,豪享来餐饮娱乐有限公司,福建省厦门,股份有限公司,300,1993-01-01,福建省厦门市
沙拉嘿呦,西餐,35,10~20万,沙拉嘿呦,上海市,有限责任公司,130,2001-03-31,上海市
灿顺餐饮,,100,10~20万,上海灿顺餐饮管理有限公司,上海市,股份有限公司,500,,上海青浦区华新镇新府
西尊比萨,西餐,55,5~10万,西尊比萨,上海市,有限责任公司,30,2010-12-04,上海市
95披萨,披萨,100,10~20万,上海君顿餐饮管理有限公司,上海市,私营企业,500,2012-08-01,上海市虹口区柳营路1
爱必胜披萨,西餐,100,10~20万,爱必胜（青岛）餐饮管理有限公司,,,,,
美德基,汉堡/炸鸡/烤翅,30,1~5万,安庆美肯基餐饮管理有限公司,安徽省安庆,私营企业,50,2008-08-19,安徽省安庆市迎江区
乐莱基牛排,西餐,18,5~10万,成都豪莱德餐饮管理有限公司,,,,,
澳克士西餐,西餐,60,10~20万,澳克士欢乐休闲餐厅,,,,,
喜客来,牛排,50,10~20万,喜客来韩式牛排快餐有限公司,北京市,股份有限公司,500,,中国北京市
艾斯琳,爱斯琳烘焙,180,10~20万,艾斯琳食品有限公司,安徽省合肥,股份有限公司,400,,合肥市新站区凤阳路恒
金巴斯牛排,牛排,200,20~50万,金巴斯餐饮有限公司,广东省深圳,股份有限公司,400,,深圳宝安机场
某个时间烤串坊加盟总部,15901458,1000,1~5万,北京欣祥天和餐饮管理有限公司,北京市,私营企业,100,2008-02-06,北京市丰台区南苑民俗
佐梦,,0,5~10万,北京佐梦餐饮有限公司,北京市北京,其它,,,北京市朝阳区青年路西
美好火腿肠,"饮食,肉制品,火",71,20~50万,N/A,四川省,其它,500,2002-06-18,四川省成都市新津希望
越丽越南料理,越南菜肴,40,1~5万,越丽餐饮管理有限公司,山东省济南,股份有限公司,200,,济南 历下区 县西巷
成帅韩国料理,料理,200,20~50万,成帅餐饮技术推广有限公司,辽宁省沈阳,股份有限公司,500,,沈阳市皇姑区长江街韩
风雅老树西餐厅,西餐,30,10~20万,珠海老树餐饮企业管理有限公司,,,,,
普尔香牛排,西餐,100,10~20万, 济南普尔香餐饮管理有限公司,山东省济南,有限责任公司,500,2012-09-01,山东省济南市
疯味派甜筒比萨,西餐,35,10~20万,味天堂餐饮管理（北京）有限公司,,,,,
必胜客披萨,必胜客披萨,433,200万以上,百胜中国投资有限责任公司,北京市,有限责任公司,300,1990-09-20,北京市
麦德尚克,西餐,76,10~20万,成都九州伟业投资有限公司,,,,,
今古味,糕点,200,20~50万,今古味食品有限公司,河北省石庄,股份有限公司,300,,河北省石庄
彼岸西餐,西餐,30,10~20万,彼岸咖啡餐饮管理有限公司,,,,,
爱弥尔,奶茶、冰淇淋、汉,43,1~5万,安徽爱弥尔食品发展有限公司,安徽省合肥,股份有限公司,100,1996-08-23,安徽省合肥市东市区
多美味,西餐,40,10~20万,福建晋江多美味食品有限公司,,,,,
快乐汉堡,汉堡,340,1~5万,武汉佳美味快餐管理有限公司,湖北省武汉,股份有限公司,600,,武汉市洪山区鲁磨路2
曼哈顿西餐,西式简餐,18,5~10万,友澎（上海）投资管理有限公司,上海市,有限责任公司,100,2012-10-01,上海市
华客堡,炸鸡、汉堡、甜品,15,20~50万,顺泰餐饮管理有限公司,,,,,
欧爵比萨,比萨,100,5~10万,北京欧爵餐饮管理有限公司,北京市,股份有限公司,600,,北京市朝阳区西大望路
乐好奇,15,600,5~10万,乐好奇,天津市,有限责任公司,50,2012-07-17,天津市
米洛克,蛋糕,20,5~10万,大连米洛克食品有限公司,辽宁省大连,股份有限公司,500,,大连市友爱街5号
煎饼赋,"寿司,拉面,热狗",10,5~10万,沈阳奕晨餐饮企业管理有限公司,辽宁省,私营企业,10,2014-12-10,沈阳市铁西区建设东路
王品牛排,西餐,35,10~20万,上海西提餐饮管理有限公司,,,,,
口里福,西餐,18,1~5万,深圳帝冠食品有限公司,广东省深圳,有限责任公司,100,2009-10-01,深圳宝安龙华东环一路
爱必喜西餐,西餐,50,10~20万,狮头鱼尾投资管理有限公司,,,,,
暖荷咖啡西餐厅,西餐,25,10~20万,哈尔滨暖荷咖啡西餐公司,,,,,
摩斯汉堡,摩斯汉堡,100,10~20万,厦门摩斯餐饮管理有限公司,福建省厦门,中外合资企业,200,2010-02-01,福建省厦门市
西部牛排,牛排,50,10~20万,西部牛排,江苏省,有限责任公司,50,2010-07-01,江苏省
圣德克西餐,西餐,35,10~20万,北京金奥恒丰国际餐饮管理有限公,,,,,
豪佳客牛排,西餐,60,50~100万,豪佳客（福建）餐饮有限公司,,,,,
外婆屋,美食,1,1万以下,重庆清歌科技有限责任公司,重庆市,股份有限公司,3000,2014-02-18,重庆市南岸海棠晓月C
必成客西餐,西餐,35,20~50万,上海飞客餐饮管理有限公司,,,,,
比客西餐,西餐,30,10~20万,比客国际餐饮管理有限公司,,,,,
菲滋披萨,西餐,112,10~20万,菲滋餐饮有限公司,天津市,股份有限公司,1123,2007-10-11,天津市河西区
肯得利汉堡,西式快餐,100,10~20万,肯得利餐饮管理策划有限公司,广东省深圳,股份有限公司,300,,深圳市龙岗区布吉街道
百胜蜂披萨,西餐,100,10~20万,温州百盈饮食管理有限公司,,,,,
皇咖啡西餐厅,西餐,30,10~20万,皇咖啡西餐厅连锁公司,,,,,
越兰香东南亚料理,餐饮运营管理 连,20,20~50万,安徽越兰香餐饮管理有限公司,安徽省合肥,有限责任公司,500,2017-07-14,安徽省合肥市潜山路华
伦巴萨意式餐厅,西餐 比萨 牛排,5,10~20万,伦巴萨餐饮,北京市,国有企业,100,2008-07-02,北京市朝阳区建国路8
上海连锁加盟展览会,餐饮加盟 连锁加,300,1万以下,上海博龙展览服务有限公司,上海市,国有企业,100,2000-09-08,上海市浦东新区
快乐麦肯西餐,西餐,75,10~20万,北京快乐麦肯饮食管理有限公司,,,,,
易鹤翔慈善餐饮,小丑慈善餐饮加盟,20,1~5万,北京易鹤翔餐饮管理有限公司,北京市,有限责任公司,100,2012-08-15,北京市顺义区
时时乐西餐厅,西餐,35,10~20万,美诺（北京）餐饮有限公司,,,,,
豪亨世,牛排,100,20~50万,福州豪亨世餐饮管理有限公司,福建省福州,股份有限公司,800,,福州市八一七中路41
披萨之翼,西餐,45,10~20万,披萨之翼品牌运营总部旭启投资咨,,,,,
迈德堡,汉堡,200,10~20万,迈德堡清真汉堡连锁加盟,陕西省西安,股份有限公司,600,,西安市长安南路222
美克士,汉堡 比萨 奶茶,500,5~10万,美克士（中国）餐饮管理有限公司,浙江省杭州,私营企业,60000,,浙江省杭州市江干区杭
菲菲西餐厅,西餐,30,10~20万,沈阳菲菲西餐有限公,,,,,
哈萨里披萨,哈萨里披萨,1000,1~5万,广州优怡贸易有限公司,广东省,有限责任公司,100,2010-12-01,广东省广州市
焗美味焗饭,焗饭,50,5~10万,石庄兴腾餐饮管理有限公司,河北省石庄,有限责任公司,50,2012-06-01,河北省石庄市
心思思茶餐厅,西餐,100,20~50万,深圳市心思思餐饮管理有限公司,,,,,
匹斯堡披萨,比萨,100,10~20万,匹斯堡披萨,北京市,股份有限公司,300,2008-03-01,北京市
星期五西餐,西餐,800,10~20万,北京星期五餐饮有限公司,,,,,
菲思客欢乐餐厅,餐饮,12,50~100万,菲思客欢乐餐厅,安徽省,有限责任公司,100,2005-08-05,安徽省池州地区
龙茶坊休闲茶餐厅,香港龙茶坊港式休,258,20~50万,广州市龙茶坊饮食管理咨询有限公,广东省,有限责任公司,100,2006-01-01,广东省广州市海珠区广
情侣主题餐厅,西餐,36,20~50万,情侣主题餐厅,浙江省,有限责任公司,123,2001-03-23,浙江省
我佳西餐厅,西餐,40,10~20万,我餐饮连锁事业有限公司,,,,,
肯德基供应商自创--麦资1511西餐厅,餐饮,50,10~20万,肯德基供应商自创--麦资151,上海市,股份有限公司,5000,2012-01-05,上海市
麦克士汉堡,麦克士汉堡,500,10~20万,广州麦克士餐饮管理有限公司,广东省广州,有限责任公司,200,2000-08-01,广东省广州市
英伦风情西餐,西餐,52,20~50万,英伦典范国际品牌管理（北京）有,,,,,
深圳市贝特尔餐饮,"餐饮加盟,餐饮策",20,20~50万,深圳市贝特尔餐饮管理有限公司,广东省,私营企业,10000,2013-08-08,广东省深圳市福田区现
尚品西式快餐,西餐,75,10~20万,济南尚品投资咨询有限公司,,,,,
元禄回转寿司,寿司,100,10~20万,北京元禄餐饮有限公司,北京市,股份有限公司,600,,北京市朝阳区东三环北
澳德士,快餐,200,5~10万,合肥新力餐饮管理有限公司,安徽省合肥,股份有限公司,400,,合肥市胜利广场中环国
喜堡西餐咖啡,西餐,60,20~50万,北京喜堡餐饮管理有限公司,,,,,
米索西牛排,牛排,50,10~20万,米索西牛排,上海市,有限责任公司,500,2013-01-01,上海市
牛扒姐姐西餐,西餐,60,10~20万,香港龙茶坊饮食集团连锁有限公司,,,,,
新出炉披萨,西餐,166,10~20万,上海万祺餐饮企业管理有限公司,上海市,股份有限公司,1563,2003-10-01,上海市静安区
好奇,西式快餐,600,5~10万,好奇汉堡（中国）连锁,上海市,股份有限公司,1000,2001-06-06,上海市闸北区共和新路
玛丽莲DIY自助披萨,披萨,22,5~10万,友澎（北京）投资管理有限公司,北京市,有限责任公司,100,2013-06-01,北京市
多味坊庭牛排,牛排,100,10~20万,温州市多味坊食品有限公司,上海市,股份有限公司,600,,徐汇区宛平南路965
炉客比萨,比萨,100,1~5万,济南源动力餐饮管理咨询有限公司,山东省,股份有限公司,500,2003-05-15,山东省济南市
炸鸡汉堡,炸鸡汉堡,290,20~50万,炸鸡汉堡,北京市,有限责任公司,300,2008-01-08,北京市
西施晒披萨,披萨,200,1~5万,秦皇岛鼎膳餐饮管理有限公司,河北省秦皇岛,有限责任公司,200,2004-01-01,河北省秦皇岛市
铂菲特餐饮,西餐,200,50~100万,上海市柏菲特餐饮管理有限公司,上海市,股份有限公司,800,,上海市闸北区汉中路3
哥哥乐快餐,面条，米饭等,198,50~100万,哥哥乐快餐有限责任公司,广东省,有限责任公司,500,2011-10-08,广东省
邦比诺意大利料理,意大利面、沙拉、,50,1~5万,邦比诺餐饮管理有限公司,福建省福州,股份有限公司,200,,福州市鼓楼区八一七北
百万庄园西餐厅,牛排、比萨、咖啡,35,50~100万,北京百万庄园西式餐饮有限公司,,,,,
庞客音乐主题餐厅,庞客音乐餐厅,1000,10~20万,广州韩舍餐饮管理有限公司,广东省,有限责任公司,1000,2012-04-27,广东省广州市
伦巴萨餐饮,西式快餐、韩式烧,300,20~50万,伦巴萨餐饮有限公司,北京市,股份有限公司,1000,2005-07-14,北京市朝阳区建国路8
索菲克牛排,牛排,300,20~50万,上海索菲克餐饮投资管理有限公司,上海市,股份有限公司,800,,上海市浦东区世纪大道
麦香鸡汉堡,麦香鸡汉堡,1000,10~20万,郑州恒泰麦克思食品开发有限公司,河南省郑州,有限责任公司,100,2006-05-01,河南省郑州市
西爵牛排,餐饮,15,10~20万,天粮,上海市,有限责任公司,100,2006-05-08,上海市宝山区
华客多汉堡,餐饮,1000,5~10万,济南满尖香餐饮技术研发有限公司,山东省济南,有限责任公司,5000,2000-05-09,山东省济南市
圣巴里咖啡,西餐,100,5~10万,宁波圣巴里餐饮有限公司,浙江省宁波,有限责任公司,200,2002-05-01,浙江省宁波市
佛罗米达,披萨,100,5~10万,武汉港恒昌餐饮管理有限公司,湖北省,股份有限公司,500,2010-08-03,湖北省武汉市东湖高新
无国界扒王西餐,西餐,100,10~20万,广州赛列思环保设备有限公司,,,,,
香必客比萨,西餐,100,20~50万,金巴斯国际餐饮管理（北京）有限,北京市,股份有限公司,500,,中国北京市朝阳区SO
好伦哥,披萨自助餐,68,10~20万,好伦哥餐饮有限公司,北京市,股份有限公司,300,1998-01-01,海淀区中关村南大街1
爵士岛,西餐、咖啡、饮料,60,10~20万,北京爵士岛咖啡有限公司,北京市北京,股份有限公司,100,,北京市丰台区莲花池南
D0°零度比萨,餐饮,80,20~50万,北京零度四季餐饮管理有限公司,,,,,
披萨堡贝,餐饮,362,10~20万,广州万旭餐饮管理有限公司,广东省广州,有限责任公司,100,2014-07-11,广东省广州市黄埔区
美克士,汉堡 比萨 奶茶,500,5~10万,美克士（中国）餐饮管理有限公司,,,,,
米兰西点,西餐,35,10~20万,米兰西点,上海市,有限责任公司,130,1998-03-31,上海市
豪仕来牛排,牛排,50,20~50万,豪仕来餐饮有限公司,山东省青岛,股份有限公司,500,,青岛市市北区延安二路
客伊迪西式快餐,西餐,100,10~20万,上海灿顺餐饮管理有限公司,,,,,
掌上比萨,比萨,100,1~5万,麦翁餐饮,河北省秦皇岛,有限责任公司,100,2011-06-01,河北省秦皇岛市
菲度厚烤牛排,餐饮,3,10~20万,北京诺云信息科技有限公司,北京市,有限责任公司,100,2010-08-05,北京市朝阳区朝阳北路
胜麦基,汉堡 料理,100,5~10万,上海震鸣餐饮管理有限公司,上海市,股份有限公司,500,,上海市闸北区共和新路
景泰东南亚料理,东南亚料理,30,1~5万,景泰东南亚料理餐饮管理有限公司,浙江省杭州,股份有限公司,200,,杭州市上城区打铜巷1
卡萨帝西餐厅,西餐,35,10~20万,芜湖卡萨帝意式餐饮服务有限公司,,,,,
吾立吉,韩国料理,200,20~50万,吾立吉韩国料理有限公司,山东省济南,股份有限公司,500,,泺源大街1号银座新天
卡乐星,汉堡,100,10~20万,卡乐星（上海）餐饮管理有限公司,上海市,有限责任公司,100,2000-11-01,上海市
玛格丽特披萨,西餐,1000,10~20万,玛格丽特披萨,上海市,有限责任公司,400,2008-12-29,上海市
蕞萌牛排杯,蕞萌牛排杯,100,5~10万,济南创都餐饮管理咨询有限公司,山东省,有限责任公司,100,2017-05-15,山东省济南市天桥区明
毕莱客披萨,意大利面、披萨、,200,1~5万,毕莱客餐饮管理有限公司,浙江省杭州,国有企业,50,,浙江省杭州市江干区杭
多多鸡西餐,西餐,32,10~20万,多多鸡餐饮管理有限公司,,,,,
萨诺,牛排,100,10~20万,萨诺餐饮管理有限公司,湖北省武汉,股份有限公司,600,,武汉市洪山区光谷步行
狠肠,,30,10~20万,瑜德昌服务贸易（深圳）有限公司,广东省深圳,股份有限公司,30,,深圳市福田区金田路3
金膳城,,400,20~50万,威海金膳城餐饮管理有限公司,山东省济南,股份有限公司,600,,威海经济技术开发区皇
西班牙进口,,20,1~5万,欧美亚国际葡萄酒有限公司,山东省济南,股份有限公司,10,,山东省潍坊市保税区
比格自助比萨,西餐,487,1~5万,比格自助比萨,北京市,有限责任公司,500,2009-08-03,北京市
优茶美,禾禾面吧,200,1~5万,河北启力餐饮管理有限公司,河北省,有限责任公司,300,2009-10-15,河北省石庄市桥西区
来吃披萨,11,50,50~100万,北京燕诚三匠餐饮管理有限公司,北京市,国有企业,100,2012-09-18,北京市
马车夫,餐饮,0,10~20万,济南欧尚餐饮管理有限公司,山东省济南,国有企业,200,,山东省济南市历下区奥
香瑞林西点,西餐,45,5~10万,香瑞林西点,上海市,有限责任公司,110,2001-03-31,上海市
巴比克,牛排,200,20~50万,爵士岛国际餐饮管理（北京）有限,北京市,股份有限公司,1000,,北京市丰台区莲花池南
千百度比萨,比萨,100,5~10万,千百度比萨西餐策划管理有限公司,北京市,股份有限公司,600,,中国北京朝阳区望京银
story热狗工坊,西餐,120,1~5万,story热狗工坊,河南省,股份有限公司,100,2010-07-01,河南省郑州市金水区黄
巧时休闲时光,西餐,60,20~50万,华诚万科技(北京)有限公司,,,,,
俏仔鸡排,炸鸡、汉堡、小食,69,1~5万,河南省文博餐饮管理有限公司,河南省,有限责任公司,100,2012-07-28,河南省信阳市浉河区万
星座餐厅,精品餐饮,189,20~50万,沈阳满天星餐饮文化管理公司,辽宁省沈阳,有限责任公司,300,2012-05-28,辽宁省沈阳市
