brand_name,food_category,total_stores,attendance_fee,corp_name,corp_address,corp_type,corp_capital,corp_reg_date,corp_location
美克士,,500,5~10万,美克士（中国）餐饮管理有限公司,浙江省杭州,,,,浙江省杭州市江干区杭
澳拜客牛排,牛排,100,10~20万,美国澳拜客牛排连锁店,北京市,股份有限公司,600,,北京工人体育场北门内
曼岛物语咖啡西餐厅,西餐,30,10~20万,深圳市物语咖啡贸易有限公司,,,,,
曼德夫西餐,西餐,100,20~50万,福州曼伯罗食品有限公司,,,,,
柴田西点,柴田西点,200,10~20万,上海安禧餐饮管理有限公司,上海市,有限责任公司,500,1995-01-01,上海市
牛骑士欢乐餐厅,餐饮,35,10~20万,台州菲凡餐饮企业管理有限公司,浙江省,有限责任公司,500,2015-01-16,浙江省台州市椒江区洪
桃花洛音乐餐厅,音乐餐厅,120,200万以上,山东骏德酒店管理有限公司,山东省,有限责任公司,100,2016-07-21,山东省
安妮西餐,西餐,25,20~50万,安妮餐饮有限公司,北京市,有限责任公司,900,1999-12-28,北京市
莫瑞卡时尚主题餐吧,西餐,321,20~50万,四川七禾田餐饮管理有限公司,四川省成都,有限责任公司,1000,1999-03-18,四川省成都市
呗可咔司,蛋糕,100,10~20万,深圳市呗可咔司&蛋糕花园科技发,广东省深圳,股份有限公司,600,,深圳市福永镇白石厦新
木屋披萨,西餐,50,5~10万,木屋披萨,山东省,有限责任公司,15,2010-12-28,山东省
蜜思香咖,咖啡餐吧为,50,20~50万,上海开羽餐饮企业管理有限公司,上海市,有限责任公司,500,2015-01-01,上海市嘉定区
米兰达炸鸡汉堡,米兰达炸鸡汉堡 ,1000,1万以下,北京（炸鸡汉堡加盟店）炸鸡汉堡,,,,,
麦乐其,汉堡,50,1~5万,麦乐其美式汉堡连锁,安徽省合肥,股份有限公司,400,,中国安徽芜湖市中山路
麦哈顿,休闲牛排,230,20~50万,福州麦可餐饮管理有限公司,,,,,
a米快餐,A米新式快餐,100,10~20万,A米新式快餐连锁品牌(中国)运,,,,,
多堡渔,多堡渔餐饮,50,1万以下,深圳多堡渔餐饮管理有限公司,,,,,
优悠比萨,披萨,100,10~20万,杭州万塘餐饮娱乐有限公司,浙江省杭州,股份有限公司,600,,杭州市万塘路30号1
仙度氏  英皇,,6,1万以下,仙度氏咖啡(北京)有限公司,北京市北京,股份有限公司,50,2007-11-18,北京中关村科技园通州
品意特比萨,披萨,500,5~10万,北京品意特餐饮管理有限公司,北京市,股份有限公司,500,,北京市朝阳区东柏街1
培根先生比萨,西餐,406,5~10万,玛格利塔餐饮管理有限公司,福建省,有限责任公司,300,2012-12-28,福建省
萨贝尔意式餐厅,西餐,50,50~100万,福州萨贝尔餐饮管理有限公司,福建省,有限责任公司,100,2007-01-01,福建省福州市
美克士,汉堡 比萨 奶茶,500,5~10万,美克士（中国）餐饮管理有限公司,,,,,
哈贝尼斯,蛋糕,100,5~10万,哈贝尼斯西饼连锁机构,江苏省苏州,股份有限公司,600,,苏州市金阊区阊胥路1
麦肯劳西餐,西餐,100,10~20万,淄博鼎尊餐饮管理有限公司,,,,,
巴迪乐,汉堡,200,5~10万,太仓市巴迪乐餐饮管理有限公司,江苏省苏州,股份有限公司,400,,苏州学府路学府花苑1
艾米萨西餐厅,西餐,30,10~20万,艾米萨比萨自助西餐公司,,,,,
比萨11番街,披萨,300,50~100万,比萨食品有限公司,北京市,股份有限公司,700,,北京市朝阳区
巴里岛西餐,西餐,25,10~20万,北京金奥恒丰国际餐饮管理有限公,,,,,
遇上牛排,牛排,80,10~20万,厦门遇上牛排加盟有限公司,福建省厦门,股份有限公司,400,,厦门鹭江道8号3B
科士威咖啡店招商加盟,咖啡店,100,10~20万,科士威咖啡连锁店,,,,,
神户牛排,牛排,100,5~10万,神户牛排餐饮有限公司,湖北省武汉,股份有限公司,200,2002-01-01,湖北省武汉市
好西西,,200,1~5万,好西西没事有限公司,山东省济南,其它,50,2004-10-08,山东济南市解放东路5
澳客西餐,西餐,30,10~20万,石庄澳客餐饮有限责任公司,,,,,
客兹楽汉堡,餐饮,10,5~10万,山东好合餐饮管理有限公司,山东省济南,有限责任公司,1000,2015-01-01,山东省济南市舜风路1
至尊宝披萨,西餐,112,10~20万,至尊宝快餐饮食连锁机构,天津市,股份有限公司,1534,2002-10-03,天津市红桥区
斯普林特披萨,披萨,100,5~10万,君唯餐饮管理有限公司,河北省秦皇岛,有限责任公司,100,2007-01-01,河北省秦皇岛市
金象湾泰国餐厅,泰国菜,10,20~50万,金象湾泰国餐厅,福建省厦门,股份有限公司,300,2009-01-01,福建省厦门市
外婆风尚,西餐 咖啡,20,100~200万,外滩风尚西餐咖啡连锁机构,天津市,股份有限公司,600,,天津
大汉堡,汉堡加盟,26,1~5万,多堡渔餐饮管理有限公司,广东省深圳,有限责任公司,50,2013-05-13,广东省深圳市罗湖区
德州汉堡,汉堡,108,10~20万,德州汉堡,山东省德州,有限责任公司,500,2007-02-19,山东省德州市
哥顿咖啡西餐厅,西餐,35,10~20万,上海歌顿餐饮有限公司,,,,,
我爱纽约比萨,匹萨,3,10~20万,沈阳普瑞斯蒂餐饮有限公司,辽宁省沈阳,股份有限公司,200,,沈阳市沈河区十一玮路
匹斯堡比萨,披萨,12,1~5万,北京十一番街国际文化传播有限责,北京市,国有企业,50,2013-05-17,北京市丰台区
萨洛克意式工坊,披萨,100,1~5万,萨洛克项目总部,,,,,
麦当劳儿童套餐,儿童套餐,32000,50~100万,麦当劳,北京市,有限责任公司,1000,1940-01-01,北京市
凯越美地,西餐,30,5~10万,北京凯越美地西餐策划管理有限公,北京市,股份有限公司,100,2005-06-14,北京市海淀区太平路2
爵士岛咖啡,咖啡,500,10~20万,爵士岛国际餐饮管理有限公司,北京市,有限责任公司,500,2014-09-30,北京市朝阳区朝外大街
豪德仕快餐,快餐,30,10~20万,扬州豪德仕西式快餐公司,,,,,
欧索米萝咖啡西餐厅,西餐,30,10~20万,迪欧餐饮集团,,,,,
迈巴客比萨,披萨,100,5~10万,亿品卤香王(北京)国际餐饮管理,北京市,股份有限公司,200,2002-01-01,北京市
上爵西餐厅,西餐,30,10~20万,上爵牛排连锁加盟有限公司,,,,,
音乐餐厅,西餐,50,50~100万,音乐餐厅,北京市,有限责任公司,110,2009-03-15,北京市
犇客西餐厅,西餐,40,20~50万,犇客牛排自助连锁西餐有限公司,,,,,
burger king汉堡王,burger k,100,20~50万,burger king保加敬,上海市,有限责任公司,1000,2005-04-01,上海市
咖餐厅（The wing café）,咖啡,214,1~5万,咖餐厅（The wing ca,北京市,有限责任公司,400,2005-09-02,北京市
多美丽西餐,西餐,30,10~20万,温州多美丽饮食有限公司,,,,,
威斯福西餐,西餐,25,10~20万,威斯福咖啡西餐有限公司,,,,,
绿岛西餐厅,西餐,15,20~50万,广州市绿岛西餐酒廊有限公司,,,,,
品尚品西餐,西餐,10,10~20万,石庄兴腾餐饮管理有限公司,河北省石庄,有限责任公司,50,2012-06-01,河北省石庄市
名典西餐,西餐,40,10~20万,名典西餐有限公司,,,,,
谷乐滋西餐,西餐,25,10~20万,上海云雀餐饮管理有限公司,,,,,
雨多甜西餐,西餐,30,10~20万,武汉雨多甜餐饮管理有限公司,,,,,
克拉拉牛排,牛排,300,20~50万,陕西克拉拉中西餐饮管理有限公司,陕西省西安,有限责任公司,1000,2009-11-16,陕西省西安市
格林沙拉,,400,10~20万,格林沙拉,江苏省,有限责任公司,500,2008-02-07,江苏省
至尊美食西餐厅,西餐,35,10~20万,海南至尊美食加盟新概念有限公司,,,,,
阿内莉朵意面餐厅,意大利面,4,20~50万,福州市纳海餐饮管理有限公司,福建省,股份有限公司,500,2013-05-14,福建省福州市晋安区华
我牛排,牛排,469,20~50万,我牛排,台湾省,有限责任公司,300,1987-09-17,台湾省
贵族世牛排,牛排,50,10~20万,昆山贵林食品有限公司,江苏省苏州,有限责任公司,500,1995-01-01,江苏省苏州市
石山水西餐,西餐,40,20~50万,福州新石山水西餐酒廊有限公司,,,,,
惟客特,餐饮,100,10~20万,粮全其美食品有限公司,,,,,
乐好奇,,300,5~10万,上海震鸣餐饮管理有限公司,上海市,股份有限公司,500,,上海市闸北区共和新路
比格自助披萨,披萨,55,1~5万,比格自助披萨,北京市,国有企业,400,2009-10-15,北京市
嘉乐堡西餐,西餐,30,10~20万,嘉乐时代公司,,,,,
山堤咖啡西餐厅,西餐,35,20~50万,长沙市山堤餐饮管理有限公司,,,,,
必胜客欢乐餐厅,必胜客欢乐餐厅加,10,100~200万,必胜客欢乐餐厅,,,,,
麦当劳巨无霸,巨无霸,32000,50~100万,麦当劳,北京市,有限责任公司,1000,1940-01-01,北京市
巴莫斯比萨,西餐,20,10~20万,上海金莫斯餐饮管理有限公司,,,,,
麦幼优儿童主题餐厅,西餐,100,20~50万,麦幼优儿童主题餐厅,上海市,有限责任公司,150,2001-03-23,上海市
嘿饭外卖,外卖,22,5~10万,河北嘿饭信息科技有限公司,河北省沧州,私营企业,300,2014-04-20,河北省沧州市运河区
汉森啤酒屋,啤酒屋加盟,10,5~10万,北京三合信达企业管理有限公司,北京市,私营企业,500,2017-08-01,北京市通州区亦庄经济
韬乐园铁板烧,铁板烧,50,10~20万,深圳市韬乐园餐饮管理有限公司,广东省深圳,有限责任公司,500,2011-01-08,广东省深圳市
Poutine普丁,餐饮,100,10~20万,富贵集团,上海市,有限责任公司,500,2009-09-01,上海市
约克风西餐,西餐,30,20~50万,约克风牛排西餐有限公司,,,,,
名雅咖啡西餐厅,西餐,20,10~20万,东莞名雅咖啡餐饮有限公司,,,,,
麦吉士汉堡,麦吉士汉堡,150,10~20万,济南巨汇餐饮管理咨询有限公司,山东省济南,有限责任公司,200,2006-06-01,山东省济南市
洪瑞珍三明治,餐饮,100,10~20万,台湾洪瑞珍食品有限公司,台湾省,股份有限公司,1000,2008-12-16,台湾省
舛辛雀岛西餐厅,西餐,35,10~20万,舛辛雀岛 咖啡西餐游戏那公司,,,,,
恋恋玛雅西餐厅,西餐,20,10~20万,上海丝语餐饮管理有限公司,,,,,
萧公膳房西餐厅,西餐,30,10~20万,萧公膳坊（北京）食品有限公司,,,,,
迈巴克西餐,西餐,30,10~20万,亿品卤香王(北京)国际餐饮管理,,,,,
帝宝星西餐,西餐,30,20~50万,华星餐饮管理（集团）有限公司,,,,,
早安巴黎,早安巴黎面包,106,10~20万,早安巴黎面包坊,上海市,有限责任公司,300,2008-08-07,上海市
比意格披萨,比意格披萨,100,10~20万,比意格披萨,上海市,有限责任公司,100,2010-12-01,上海市
小毅披萨,西餐,177,10~20万,小毅披萨西餐厅公司,天津市,股份有限公司,1453,2002-10-09,天津市河北区
泰迪巴士,炸鱼薯条、鸡蛋仔,500,1~5万,安徽众膳餐饮管理有限公司,安徽省,有限责任公司,100,2017-01-08,安徽省合肥市南二环与
rossodisera西餐,西餐,10,10~20万,rossodisera西餐有限,,,,,
哥麦德快餐,快餐,25,5~10万,上海壶天餐饮管理有限公司,,,,,
零度披萨,餐饮,12,20~50万,北京零度四季餐饮管理有限公司,北京市,有限责任公司,100,2002-03-12,北京市宣武区
麦当劳全桶,全桶,32000,50~100万,麦当劳,北京市,有限责任公司,1000,1940-01-01,北京市
彼得比萨,西餐,50,10~20万,彼得比萨,上海市,有限责任公司,30,2009-12-30,上海市
悦牛自助牛排,西餐,109,5~10万,悦牛牛排,浙江省温州,有限责任公司,300,2011-09-04,浙江省温州市
堡恋薯汉堡,餐饮,2000,10~20万,山东必普电子商务股份有限公司,山东省济南,股份有限公司,690,2013-01-21,山东省济南市高新区舜
快可立,餐饮,162,1万以下,青岛快可立餐饮管理有限公司,山东省,股份有限公司,100,2012-09-10,山东省青岛市新疆路1
彼得牛排,牛排,150,1万以下,彼得牛排,台湾省,有限责任公司,400,2000-04-05,台湾省
薇吉伍德,咖啡,13,10~20万,N/A,北京市,有限责任公司,10,2016-02-14,北京市
特香斋西餐厅,西餐 ,15,10~20万,特香斋餐饮有限公司,,,,,
七哥,蛋挞皮、披萨饼皮,0,1~5万,合肥七哥食品有限责任公司,安徽省合肥,国有企业,1000,2005-06-05,安徽省合肥市东市区胜
杰克西西餐厅,西餐,35,10~20万,烟台杰克海景西餐有限公司,,,,,
芭比伦西餐,西餐,35,10~20万,北京欧奇餐饮管理有限公司,,,,,
醉猴披萨,披萨,10,10~20万,北京卓奇创域投资管理有限公司,北京市,有限责任公司,1000,2000-06-01,北京市
意趣西餐,西餐,60,20~50万,天粮餐饮集团,,,,,
肯必胜西餐,西餐,45,20~50万,食尚风情国际餐饮管理（北京）有,,,,,
麦加尔西餐厅,西餐,25,10~20万,麦加尔西餐有限公司,,,,,
可尔迪咖啡西餐厅,西餐,35,10~20万,可尔迪咖啡连锁有限公司,,,,,
玛格利塔披萨,玛格利塔披萨,300,10~20万,福建玛格利塔餐饮管理有限公司,福建省福州,有限责任公司,100,2012-07-08,福建省福州市
蓝麦法国西餐料理,西餐,60,20~50万,深圳市中之禾餐饮管理有限公司,广东省,私营企业,500,2012-01-24,深圳市福田区深南大道
飨厚西餐厅,西餐,15,10~20万,飨厚餐饮有限公司,,,,,
詹姆士芝士排骨,詹姆士芝士排骨,200,10~20万,詹姆士芝士排骨,北京市,外商投资企业,10,2012-04-07,北京市
豪旺来西餐厅,西餐,20,10~20万,豪旺来牛排西餐公司,,,,,
万牛,西餐,30,10~20万,河南省万牛食品有限公司,,,,,
街头微披萨,披萨,200,5~10万,湖南创业赢品牌管理有限公司,湖南省长沙,有限责任公司,100,2010-12-01,湖南省长沙市
享客来西餐,西餐,40,10~20万,享客来牛排餐饮有限公司,,,,,
迪利西餐厅,西餐,30,10~20万,鞍山迪利比萨饼餐饮有限公司,,,,,
薯来薯趣薯条加盟,薯条.奶茶.热狗,1,1万以下,薯来薯趣餐饮公司,内蒙古自治区呼和浩特,国有企业,20,2013-06-08,内蒙古自治区呼和浩特
圣马丁烤肉海鲜自助,自助餐烤肉加盟，,5,100~200万,石庄帝凡餐饮管理有限公司,河北省,有限责任公司,100,2016-10-27,中山西路83号东购九
拉芳舍西餐,西餐,60,10~20万,拉芳舍餐饮有限公司,,,,,
奥乐多西餐,西餐,25,10~20万,柒和伊控股股份有限公司,,,,,
快乐哈姆西餐,西餐,35,10~20万,广州佳美味餐饮企业管理有限公司,,,,,
摩地卡披萨,披萨,3,10~20万,摩地卡披萨,广东省广州,有限责任公司,300,2000-02-22,广东省广州市
泰晤士西餐厅,西餐,30,10~20万,泰晤士西餐有限责任公司,,,,,
雨花西餐,西餐,35,20~50万,雨花餐饮连锁有限公司,,,,,
牛仕莱牛排杯,餐饮,80,10~20万,江苏牛仕莱餐饮有限公司,江苏省,有限责任公司,500,2013-01-08,江苏省盐城市建湖县人
嘉时客西餐厅,西餐,25,10~20万,嘉时客咖啡西餐有限公司,,,,,
芝心披萨,芝心披萨,223,10~20万,秦皇岛天源餐饮管理有限责任公司,山东省,有限责任公司,300,2008-09-17,山东省
绿草地西餐,西餐,35,10~20万,珠海市绿草地咖啡连锁有限公司,,,,,
可美味西餐,西餐,60,10~20万,可美味食品有限公司,,,,,
蓝梦西餐,西餐,40,20~50万,深圳市中之禾餐饮管理有限公司,,,,,
热摊堡呗,汉堡 西餐,300,1~5万,深圳市贝勒海餐饮管理有限公司,广东省,私营企业,1000,2006-06-19,广东省深圳市龙岗区
西比得,比萨，意面，焗饭,20,10~20万,西比得餐饮管理有限公司,浙江省杭州,股份有限公司,300,2010-03-25,浙江省杭州市滨江区滨
萨丁披萨,西式快餐,113,20~50万,武汉萨丁餐饮管理有限公司,湖北省,股份有限公司,1500,2006-02-08,湖北省武汉市武昌区和
卢布里西餐,西餐,12,10~20万,卢布里西餐公司,,,,,
信上披萨,西餐,155,10~20万,信上披萨餐饮公司,北京市,股份有限公司,1477,2003-10-08,北京市宣武区
乐德食品,披萨、蛋挞,100,1~5万,济南乐德食品有限公司,山东省,其它,30,2009-01-01,山东省济南市历下区山
满口意快餐,面条，米饭等,90,20~50万,满口意快餐有限责任公司,上海市,有限责任公司,500,2011-10-08,上海市
金艾奇披萨,西餐,100,1~5万,秦皇岛首尚网络科技有限公司,河北省,有限责任公司,100,2014-05-16,河北省秦皇岛市经济技
辛巴布西餐厅,西餐,30,10~20万,辛巴布咖啡有限公司,,,,,
泊顿西餐,西餐,25,10~20万,咸阳泊顿餐饮有限公司,,,,,
乐凯撒比萨餐饮,乐凯撒比萨,433,10~20万,深圳市乐凯撒比萨餐饮管理有限责,广东省,有限责任公司,300,2009-09-16,广东省
肥东老母鸡,肥东老母鸡,200,5~10万,肥东老母鸡,安徽省,有限责任公司,200,2008-08-08,安徽省
天绿回转寿司,餐饮,50,5~10万,天绿回转寿司,广东省,有限责任公司,500,2008-12-15,广东省
5元披萨,披萨,216,1~5万,5元披萨,北京市,有限责任公司,400,2007-05-12,北京市
意浓世界西餐,西餐,25,10~20万,意浓世界餐饮管理有限公司,,,,,
比萨先生,西餐,500,1~5万,比萨先生,江苏省,股份有限公司,20,2010-12-28,上海
达美乐比萨,达美乐比萨,224,10~20万,上海达美乐比萨有限责任公司,上海市,有限责任公司,300,1984-09-04,上海市
客香来西餐,西餐,60,20~50万,洛阳客香来餐饮有限公司,,,,,
卡卡与国王,西餐,100,20~50万,浙江两岸咖啡食品连锁有限公司,,,,,
洛克汉堡,美味汉堡，足料饭,300,1万以下,青岛洛克华莱士餐饮管理有限公司,山东省,有限责任公司,300,2015-08-01,山东省青岛市市南区东
狄得利,咖啡,79,10~20万,狄得利,北京市,有限责任公司,1000,2013-02-06,北京市
老奶奶石磨坊,"石磨坊加盟,豆浆",5000,1~5万,老奶奶石磨坊官方,广东省,有限责任公司,100,2013-08-06,广东省广州市白云区嘉
西尊比萨,西餐,55,5~10万,西尊比萨,山东省,有限责任公司,30,2009-12-30,山东省
拼百味比萨,西餐,100,10~20万,南京台佳餐饮管理有限公司,,,,,
蓝蛙西餐厅,蓝蛙西餐厅,359,20~50万,蓝蛙西餐厅,上海市,有限责任公司,300,2002-09-25,上海市
时尚客牛排,牛排,558,20~50万,时尚客餐饮连锁有限公司,河北省唐山,有限责任公司,300,1998-02-18,河北省唐山市
凯客迪蒽西点,西餐,56,50~100万,凯客迪蒽西点,重庆市,有限责任公司,120,2009-06-21,重庆市
甲米府兰纳亭,泰式火锅,10,50~100万,甲米府兰纳亭经典泰式火锅,浙江省,有限责任公司,100,2010-04-15,浙江省嘉兴市中山东路
必食客披萨,披萨，特色饮品，,30,5~10万,必食客披萨,河北省唐山,有限责任公司,10,2013-02-27,河北省唐山市
橄榄枝西餐厅,西餐,15,10~20万,橄榄枝西餐有限公司,,,,,
香必客西餐,西餐,40,20~50万,金巴斯国际餐饮管理(北京)有限,,,,,
餐饮招商加盟,鲜煮艺小火锅，乔,50,5~10万,济南满尖香餐饮技术研发有限公司,山东省,有限责任公司,100,2013-12-23,山东省济南市章丘市明
波彼披萨,西餐,113,10~20万,温州波彼比萨有限公司,浙江省温州,股份有限公司,1563,2004-10-06,浙江省温州市瓯海区
牛巴店,餐饮,51,50~100万,沈阳悦荟餐饮管理有限公司,辽宁省,私营企业,50,1997-03-01,辽宁省沈阳市大东区津
西提厚牛排,,300,5~10万,西提厚牛排,台湾省,有限责任公司,400,2013-01-09,台湾省
斜塔披萨,西餐,167,10~20万,上海简铭餐饮管理公司,上海市,股份有限公司,1563,2008-10-08,上海市长宁区
榴莲裙,披萨,100,5~10万,济南满尖香餐饮技术研发有限公司,山东省,有限责任公司,500,2006-01-01,山东省济南市章丘市
蛋蛋屋,西餐,100,10~20万,上海展圆餐饮管理有限公司,上海市,有限责任公司,100,2010-12-01,上海市
香港豪多客西餐,西餐,50,10~20万,香港豪多客餐饮管理有限公司,,,,,
街角牛排,西餐,100,1~5万,街角牛排,上海市,有限责任公司,100,2009-03-01,上海市
吉吉熊比萨,西餐,40,1~5万,吉吉熊比萨,上海市,有限责任公司,18,2007-12-29,上海市
跳舞香水,西餐,100,10~20万,跳舞香水,上海市,有限责任公司,100,2011-12-01,上海市
乐德披萨,西餐,167,10~20万,济南乐德食品有限公司,山东省济南,股份有限公司,1534,2002-10-10,山东省济南市槐荫区
品汇豪盛披萨,西餐,60,10~20万,北京品汇豪盛国际餐饮有限公司,,,,,
麦当劳早餐,麦当劳早餐,32000,50~100万,麦当劳,北京市,有限责任公司,1000,1940-01-01,北京市
豪典西餐,西餐,35,10~20万,豪典牛排自助连锁有限公司,,,,,
豪客嘉族,西餐,100,10~20万,豪客嘉族,上海市,股份有限公司,1000,2012-01-01,上海市
萨米特卷筒比萨,"萨米特卷筒比萨,",10,1~5万,萨米特卷筒比萨,,,,,
柏慧燕都,"肉制品,中国驰名",39,5~10万,辽宁柏慧燕都食品有限公司,辽宁省朝阳,有限责任公司,100,1986-08-13,辽宁省朝阳市
阿堡仔,炸鸡汉堡,2000,1~5万,济南大唐脸谱投资咨询有限公司,山东省,有限责任公司,5,2013-01-28,山东省济南市天桥区标
宗佑西餐,西餐,10,10~20万,郑州宗佑咖啡有限公司,河南省,有限责任公司,700,2005-04-12,河南省郑州市二七金水
周末阳光西餐,西餐,50,20~50万,上海灿顺餐饮管理有限公司,,,,,
我牛排自助餐厅,牛排,409,20~50万,我牛排自助餐厅,台湾省,有限责任公司,300,1987-02-18,台湾省
比格披萨,比格披萨,10,1~5万,北京比格餐饮管理有限责任公司,北京市,有限责任公司,100,2003-10-01,北京市
塔可时尚餐厅,西餐,100,10~20万,上海塔可餐饮管理有限公司,上海市,股份有限公司,300,2003-10-01,上海市
热亚比萨,西餐,30,1~5万,广州热亚比萨餐饮有限公司,广东省,有限责任公司,20,1996-12-30,广东省
卡基诺西餐,西餐,100,1万以下,郑州卡基诺饮食服务有限公司,,,,,
蒂利斯西餐,火锅,140,5~10万,郑州超前商贸有限公司,北京市,国有企业,200,2004-12-15,北京市
玛格丽塔披萨,披萨,100,20~50万,玛格丽塔披萨餐饮管理有限公司,福建省,有限责任公司,500,2012-01-01,福建省福州市
酷比乐汉堡,汉堡炸鸡薯条冷饮,67,1万以下,河南汉堡加盟,河南省,私营企业,100,2009-05-12,河南省郑州市金水区河
台北牛排,台北牛排,400,20~50万,台北牛排,台湾省,有限责任公司,100,2003-02-05,台湾省
金欧世西餐,西餐,45,20~50万,河南欧世餐饮企业管理咨询有限公,,,,,
麦克基西餐,西餐,100,10~20万,长沙麦克基快餐管理有限公司,,,,,
普甜,"肉制品,饮食,冷",57,10~20万,N/A,福建省,其它,200,2006-05-25,福建省莆田市
板烧王 ,小吃,152,1~5万,板烧王,上海市,有限责任公司,400,2005-09-02,上海市
老友披萨,西餐,116,10~20万,老友餐饮有限公司,河北省石庄,股份有限公司,1563,2000-10-05,河北省石庄市桥西区
串之乡居酒屋日式料理,西式快餐,100,1~5万,串之乡居酒屋日式料理,北京市,有限责任公司,200,2014-10-14,北京市
菲兹披萨,披萨,200,1~5万,菲兹披萨,浙江省,有限责任公司,300,2006-06-06,浙江省
快乐星汉堡,汉堡，炸鸡，鸡肉,3056,5~10万,斗石餐饮管理集团,上海市,国有企业,1000,2002-09-20,上海市嘉定区金沙江西
浪潮披萨,西餐,167,10~20万,虎门浪潮披萨餐饮公司,广东省东莞,股份有限公司,1123,2001-10-10,广东省东莞市
乌巢披萨,西餐,156,10~20万,乌巢比萨A公司,北京市,股份有限公司,1533,2006-10-05,北京市宣武区
品韵时光西餐,西餐,60,20~50万,上海恒胜餐饮管理有限公司,,,,,
苏氏牛排,西餐,124,20~50万,志腾餐饮管理有限公司,浙江省,有限责任公司,500,2013-03-04,浙江省
上海麦迪堡食品有限公司,餐饮,3715,10~20万,上海麦迪堡食品有限公司,上海市,有限责任公司,1200,1999-06-07,上海市卖新公路205
玛格萝妮比萨屋,西餐,500,1~5万,玛格萝妮比萨屋,上海市,有限责任公司,30,2008-12-29,上海市
华盛顿西餐,西餐,100,10~20万,北京盛华奥食品技术开发有限公司,,,,,
食光转移主题餐厅,主题餐厅,80,1~5万,秦皇岛超品企业管理咨询有限公司,河北省秦皇岛,有限责任公司,1000,2018-08-15,河北省秦皇岛市海港区
郭国芳,肉制品,29,10~20万,N/A,山西省太原,有限责任公司,50,2001-06-14,山西省太原市迎泽区
ktwocaffe,ktwocaff,150,1~5万,ktwocaffe,天津市,有限责任公司,500,2003-05-21,天津市宁河县
喵呀咪呀牛排,喵呀咪呀牛排,233,20~50万,秦皇岛君唯餐饮管理有限公司,河北省,有限责任公司,350,2014-09-09,河北省
比萨店,比萨店,623,1~5万,比萨店,山东省,有限责任公司,300,2005-09-02,山东省
杭州狮峰苑实业有限公司,餐饮,40,10~20万,杭州狮峰苑实业有限公司,浙江省,有限责任公司,13,2012-02-08,浙江省杭州市萧山市
来自星星的你,韩式炸鸡,8,1~5万,沈阳地阳餐饮管理有限公司,辽宁省,股份有限公司,100,2014-02-17,辽宁省沈阳市沈河区地
帝帝比萨,西餐,4098,10~20万,帝帝比萨,山东省青岛,有限责任公司,30,2008-12-30,山东省青岛市
Salud欧洲冻酸奶,西餐,104,1~5万,Salud欧洲冻酸奶,,,,,
越茗苑越式美食馆,商务服务,3,50~100万,广州市越秀区香茅餐饮管理中心,广东省广州,有限责任公司,100,2009-01-05,广东省广州市越秀区
达美乐披萨,西餐,178,10~20万,达美乐比萨公司,天津市,股份有限公司,1563,2001-10-31,天津市红桥区
爵顶牛排,西餐,100,10~20万,启力集团,河北省,有限责任公司,100,2013-07-24,河北省石庄市
贝吉士,贝吉士 ,122,5~10万,浙江贝吉士食品有限公司,浙江省,有限责任公司,350,2016-09-07,浙江省
哈嗲汉堡,哈嗲汉堡,200,20~50万,上海恒好餐饮管理有限公司,上海市,有限责任公司,500,2009-01-01,上海市
德客隆西餐,西餐,60,20~50万,德客隆中西快餐加盟创业首选品牌,,,,,
拿手彼萨,拿手彼萨,100,5~10万,北京一品世东方饮食管理有限公,北京市,有限责任公司,500,2001-08-18,北京市
汉泰东南亚风味餐厅,西餐,102,1~5万,汉泰东南亚风味餐厅,江苏省南京,有限责任公司,300,2013-06-23,江苏省南京市
伊丝贝特海鲜自助餐,伊丝贝特海鲜自助,80,1万以下,伊丝贝特海鲜自助餐,,,,,
牛头牌,"农产品,肉制品,",62,20~50万,N/A,贵州省,其它,500,1990-11-20,贵州省惠水县和平镇南
麦克思,餐饮管理,30,20~50万,郑州大兴餐饮管理有限公司,河南省,有限责任公司,100,2015-09-23,河南省郑州市中原区沁
草原 旭日,餐饮，西餐,14,5~10万,N/A,内蒙古自治区哲里木盟,有限责任公司,10,2006-04-24,内蒙古自治区哲里木盟
汉堡零元,汉堡零元,423,50~100万,大唐脸谱投资咨询有限公司,北京市,有限责任公司,500,2013-01-28,北京市
圣比萨,披萨、意面、焗饭,100,5~10万,上海开圣餐饮管理有限公司,上海市,有限责任公司,200,2017-12-05,上海市松江区茸兴路4
萨公主披萨,披萨,114,1~5万,萨公主披萨,江苏省,有限责任公司,300,2009-11-17,江苏省
妙角士蛋糕,,100,5~10万,妙角士饮食文化传播（北京）有限,北京市北京,股份有限公司,500,,北市丰台区花乡高场
百方云集茶餐厅,茶餐厅,10,20~50万,广州百方云集餐饮企业管理有限公,广东省广州,有限责任公司,1000,2010-06-01,广东省广州市
香霏牛排,餐饮,20,20~50万,青岛汇益星餐饮管理有限公司,山东省,有限责任公司,800,2010-01-01,山东省青岛市黄岛区武
超级牛扒,西餐,73,10~20万,海港饮食管理集团,北京市,股份有限公司,1000,2005-03-23,北京市
斯塔克披萨,西餐,112,10~20万,斯塔克餐饮公司,北京市,股份有限公司,1355,2003-10-08,北京市宣武区
乐先生披萨,乐先生披萨,248,10~20万,江苏乐先生餐饮有限责任公司,江苏省,有限责任公司,300,2004-09-07,江苏省
