18,艾克奇,45414778,艾克奇汉堡店,准四星商户,http://www.dianping.com/shop/45414778#comment,
18,艾克奇,67356973,艾克奇汉堡,该商户暂无星级,http://www.dianping.com/shop/67356973/review,
18,艾克奇,80456325,虎石台(艾克奇汉堡店),该商户暂无星级,http://www.dianping.com/shop/80456325/review,
21,艾克奇,102965440,AU.EKKO CAFE 艾克咖啡,准五星商户,http://www.dianping.com/shop/102965440#comment,
70,艾克奇,95983808,艾可奇汉堡,准四星商户,http://www.dianping.com/shop/95983808#comment,
70,艾克奇,13805411,艾可奇汉堡,三星商户,http://www.dianping.com/shop/13805411#comment,
70,艾克奇,21230086,艾可奇汉堡(全国店),准四星商户,http://www.dianping.com/shop/21230086#comment,
70,艾克奇,21124586,艾可奇汉堡店(德惠店),准四星商户,http://www.dianping.com/shop/21124586#comment,
70,艾克奇,27434692,艾可奇汉堡,准四星商户,http://www.dianping.com/shop/27434692#comment,
70,艾克奇,102184264,艾可奇汉堡,准四星商户,http://www.dianping.com/shop/102184264#comment,
70,艾克奇,18447403,艾可奇汉堡(农大店),准四星商户,http://www.dianping.com/shop/18447403#comment,
70,艾克奇,48166387,艾可奇汉堡,准四星商户,http://www.dianping.com/shop/48166387#comment,
70,艾克奇,98958146,艾可奇汉堡,准四星商户,http://www.dianping.com/shop/98958146#comment,
70,艾克奇,65508021,艾可奇汉堡店(四小店),三星商户,http://www.dianping.com/shop/65508021#comment,
70,艾克奇,95382875,艾可奇汉堡(吉大东师店),三星商户,http://www.dianping.com/shop/95382875/review,
70,艾克奇,67155747,艾可奇汉堡,三星商户,http://www.dianping.com/shop/67155747#comment,
70,艾克奇,67155734,艾可奇汉堡,三星商户,http://www.dianping.com/shop/67155734/review,
70,艾克奇,23717620,艾可奇汉堡,该商户暂无星级,http://www.dianping.com/shop/23717620/review,
70,艾克奇,59414116,艾可奇汉堡(迅驰店),该商户暂无星级,http://www.dianping.com/shop/59414116/review,
70,艾克奇,76987619,艾可奇汉堡(二实验小学店),该商户暂无星级,http://www.dianping.com/shop/76987619/review,
70,艾克奇,77100117,艾可奇汉堡(大坡店),该商户暂无星级,http://www.dianping.com/shop/77100117/review,
70,艾克奇,80073026,艾可奇,该商户暂无星级,http://www.dianping.com/shop/80073026/review,
70,艾克奇,67155863,艾可奇汉堡,该商户暂无星级,http://www.dianping.com/shop/67155863/review,
70,艾克奇,27536799,艾可奇,该商户暂无星级,http://www.dianping.com/shop/27536799/review,
79,艾克奇,27253383,艾克奇汉堡(八中店),准四星商户,http://www.dianping.com/shop/27253383#comment,
79,艾克奇,112306058,艾克奇汉堡,该商户暂无星级,http://www.dianping.com/shop/112306058/review,
80,艾克奇,80193258,艾克奇汉堡(克东店),该商户暂无星级,http://www.dianping.com/shop/80193258/review,
84,艾克奇,17690900,艾克奇汉堡,准四星商户,http://www.dianping.com/shop/17690900#comment,
88,艾克奇,106206229,艾克奇汉堡(绥阳店),该商户暂无星级,http://www.dianping.com/shop/106206229/review,
89,艾克奇,77775129,艾克奇汉堡,该商户暂无星级,http://www.dianping.com/shop/77775129/review,
