city,district_name,subdistrict_name,subdistrict_xiaoqu_num,subdistrict_url
nj,鼓楼,草场门大街, 24 ,http://nj.lianjia.com/xiaoqu/caochangmendajie/
nj,鼓楼,定淮门大街, 21 ,http://nj.lianjia.com/xiaoqu/dinghuaimendajie/
nj,鼓楼,凤凰西街, 96 ,http://nj.lianjia.com/xiaoqu/fenghuangxijie1/
nj,鼓楼,福建路, 30 ,http://nj.lianjia.com/xiaoqu/fujianlu/
nj,鼓楼,华侨路, 88 ,http://nj.lianjia.com/xiaoqu/huaqiaolu1/
nj,鼓楼,湖南路, 173 ,http://nj.lianjia.com/xiaoqu/hunanlu/
nj,鼓楼,汉中门大街, 29 ,http://nj.lianjia.com/xiaoqu/hanzhongmendajie/
nj,鼓楼,建宁路, 97 ,http://nj.lianjia.com/xiaoqu/jianninglu/
nj,鼓楼,金陵小区, 43 ,http://nj.lianjia.com/xiaoqu/jinlingxiaoqu/
nj,鼓楼,龙江, 113 ,http://nj.lianjia.com/xiaoqu/longjiang/
nj,鼓楼,宁海路, 85 ,http://nj.lianjia.com/xiaoqu/ninghailu/
nj,鼓楼,热河南路, 40 ,http://nj.lianjia.com/xiaoqu/rehenanlu/
nj,鼓楼,水佐岗, 46 ,http://nj.lianjia.com/xiaoqu/shuizuogang/
nj,鼓楼,三牌楼, 63 ,http://nj.lianjia.com/xiaoqu/sanpailou/
nj,鼓楼,五塘广场, 55 ,http://nj.lianjia.com/xiaoqu/wutangguangchang/
nj,鼓楼,晓庄, 31 ,http://nj.lianjia.com/xiaoqu/xiaozhuang/
nj,鼓楼,小市, 56 ,http://nj.lianjia.com/xiaoqu/xiaoshi1/
nj,鼓楼,许府巷, 56 ,http://nj.lianjia.com/xiaoqu/xufuxiang/
nj,鼓楼,挹江门, 45 ,http://nj.lianjia.com/xiaoqu/yijiangmen/
nj,建邺,奥体, 135 ,http://nj.lianjia.com/xiaoqu/aoti3/
nj,建邺,茶南, 18 ,http://nj.lianjia.com/xiaoqu/chanan/
nj,建邺,湖西街, 20 ,http://nj.lianjia.com/xiaoqu/huxijie/
nj,建邺,汉中门大街, 29 ,http://nj.lianjia.com/xiaoqu/hanzhongmendajie/
nj,建邺,江东, 13 ,http://nj.lianjia.com/xiaoqu/jiangdong2/
nj,建邺,江心洲, 17 ,http://nj.lianjia.com/xiaoqu/jiangxinzhou/
nj,建邺,南湖, 74 ,http://nj.lianjia.com/xiaoqu/nanhu4/
nj,建邺,南苑, 40 ,http://nj.lianjia.com/xiaoqu/nanyuan2/
nj,建邺,水西门, 21 ,http://nj.lianjia.com/xiaoqu/shuiximen1/
nj,建邺,万达广场, 41 ,http://nj.lianjia.com/xiaoqu/wandaguangchang1/
nj,建邺,兴隆大街, 16 ,http://nj.lianjia.com/xiaoqu/xinglongdajie/
nj,建邺,应天西路, 44 ,http://nj.lianjia.com/xiaoqu/yingtianxilu1/
nj,秦淮,常府街, 27 ,http://nj.lianjia.com/xiaoqu/changfujie2/
nj,秦淮,长乐路, 70 ,http://nj.lianjia.com/xiaoqu/changlelu11/
nj,秦淮,朝天宫, 51 ,http://nj.lianjia.com/xiaoqu/chaotiangong/
nj,秦淮,大光路, 69 ,http://nj.lianjia.com/xiaoqu/daguanglu/
nj,秦淮,夫子庙, 50 ,http://nj.lianjia.com/xiaoqu/fuzimiao/
nj,秦淮,光华路, 22 ,http://nj.lianjia.com/xiaoqu/guanghualu/
nj,秦淮,洪家园, 80 ,http://nj.lianjia.com/xiaoqu/hongjiayuan1/
nj,秦淮,建康路, 30 ,http://nj.lianjia.com/xiaoqu/jiankanglu/
nj,秦淮,来凤里, 63 ,http://nj.lianjia.com/xiaoqu/laifengli/
nj,秦淮,秦虹, 58 ,http://nj.lianjia.com/xiaoqu/qinhong/
nj,秦淮,瑞金路, 67 ,http://nj.lianjia.com/xiaoqu/ruijinlu1/
nj,秦淮,升州路, 68 ,http://nj.lianjia.com/xiaoqu/shengzhoulu/
nj,秦淮,五老村, 46 ,http://nj.lianjia.com/xiaoqu/wulaocun/
nj,秦淮,新街口, 141 ,http://nj.lianjia.com/xiaoqu/xinjiekou1/
nj,秦淮,月牙湖, 116 ,http://nj.lianjia.com/xiaoqu/yueyahu/
nj,玄武,北京东路, 34 ,http://nj.lianjia.com/xiaoqu/beijingdonglu/
nj,玄武,长江路, 67 ,http://nj.lianjia.com/xiaoqu/changjianglu2/
nj,玄武,丹凤街, 43 ,http://nj.lianjia.com/xiaoqu/danfengjie1/
nj,玄武,红山, 52 ,http://nj.lianjia.com/xiaoqu/hongshan1/
nj,玄武,后宰门, 48 ,http://nj.lianjia.com/xiaoqu/houzaimen/
nj,玄武,迈皋桥, 106 ,http://nj.lianjia.com/xiaoqu/maigaoqiao1/
nj,玄武,马群, 65 ,http://nj.lianjia.com/xiaoqu/maqun1/
nj,玄武,锁金村, 65 ,http://nj.lianjia.com/xiaoqu/suojincun/
nj,玄武,卫岗, 36 ,http://nj.lianjia.com/xiaoqu/weigang1/
nj,玄武,仙林, 56 ,http://nj.lianjia.com/xiaoqu/xianlin2/
nj,玄武,仙鹤门, 14 ,http://nj.lianjia.com/xiaoqu/xianhemen/
nj,玄武,玄武门, 48 ,http://nj.lianjia.com/xiaoqu/xuanwumen11/
nj,玄武,孝陵卫, 51 ,http://nj.lianjia.com/xiaoqu/xiaolingwei1/
nj,玄武,月苑, 17 ,http://nj.lianjia.com/xiaoqu/yueyuan/
nj,玄武,樱驼花园, 28 ,http://nj.lianjia.com/xiaoqu/yingtuohuayuan/
nj,玄武,珠江路, 56 ,http://nj.lianjia.com/xiaoqu/zhujianglu/
nj,雨花台,安德门, 13 ,http://nj.lianjia.com/xiaoqu/andemen/
nj,雨花台,板桥, 36 ,http://nj.lianjia.com/xiaoqu/banqiao/
nj,雨花台,洪家园, 80 ,http://nj.lianjia.com/xiaoqu/hongjiayuan1/
nj,雨花台,将军大道, 88 ,http://nj.lianjia.com/xiaoqu/jiangjundadao11/
nj,雨花台,梅山, 25 ,http://nj.lianjia.com/xiaoqu/meishan/
nj,雨花台,宁南, 52 ,http://nj.lianjia.com/xiaoqu/nanjingnanzhan1/
nj,雨花台,能仁里, 32 ,http://nj.lianjia.com/xiaoqu/nengrenli/
nj,雨花台,铁心桥, 117 ,http://nj.lianjia.com/xiaoqu/tiexinqiao/
nj,雨花台,小行, 9 ,http://nj.lianjia.com/xiaoqu/xiaoxing/
nj,雨花台,雨花新村, 43 ,http://nj.lianjia.com/xiaoqu/yuhuaxincun/
nj,栖霞,迈皋桥, 106 ,http://nj.lianjia.com/xiaoqu/maigaoqiao1/
nj,栖霞,马群, 65 ,http://nj.lianjia.com/xiaoqu/maqun1/
nj,栖霞,麒麟镇, 99 ,http://nj.lianjia.com/xiaoqu/qilinzhen/
nj,栖霞,栖霞其它, 36 ,http://nj.lianjia.com/xiaoqu/qixiaqita1/
nj,栖霞,万寿, 29 ,http://nj.lianjia.com/xiaoqu/wanshou1/
nj,栖霞,五塘广场, 55 ,http://nj.lianjia.com/xiaoqu/wutangguangchang/
nj,栖霞,仙林, 56 ,http://nj.lianjia.com/xiaoqu/xianlin2/
nj,栖霞,晓庄, 31 ,http://nj.lianjia.com/xiaoqu/xiaozhuang/
nj,栖霞,仙鹤门, 14 ,http://nj.lianjia.com/xiaoqu/xianhemen/
nj,栖霞,尧化门, 54 ,http://nj.lianjia.com/xiaoqu/yaohuamen/
nj,栖霞,月苑, 17 ,http://nj.lianjia.com/xiaoqu/yueyuan/
nj,栖霞,燕子矶, 35 ,http://nj.lianjia.com/xiaoqu/yanziji/
nj,江宁,百家湖, 135 ,http://nj.lianjia.com/xiaoqu/baijiahu/
nj,江宁,岔路口, 63 ,http://nj.lianjia.com/xiaoqu/chalukou1/
nj,江宁,东山镇, 275 ,http://nj.lianjia.com/xiaoqu/dongshanzhen/
nj,江宁,江宁大学城, 51 ,http://nj.lianjia.com/xiaoqu/jiangningdaxuecheng/
nj,江宁,九龙湖, 36 ,http://nj.lianjia.com/xiaoqu/jiulonghu/
nj,江宁,将军大道, 88 ,http://nj.lianjia.com/xiaoqu/jiangjundadao11/
nj,江宁,江宁其它, 93 ,http://nj.lianjia.com/xiaoqu/jiangningqita11/
nj,江宁,江宁滨江, 24 ,http://nj.lianjia.com/xiaoqu/jiangningbinjiang/
nj,江宁,科学园, 31 ,http://nj.lianjia.com/xiaoqu/kexueyuan/
nj,江宁,禄口, 45 ,http://nj.lianjia.com/xiaoqu/lukou/
nj,江宁,麒麟镇, 99 ,http://nj.lianjia.com/xiaoqu/qilinzhen/
nj,江宁,铁心桥, 117 ,http://nj.lianjia.com/xiaoqu/tiexinqiao/
nj,浦口,顶山街道, 20 ,http://nj.lianjia.com/xiaoqu/dingshanjiedao/
nj,浦口,高新区, 20 ,http://nj.lianjia.com/xiaoqu/gaoxinqu2/
nj,浦口,江浦街道, 162 ,http://nj.lianjia.com/xiaoqu/jiangpujiedao/
nj,浦口,浦口其它, 47 ,http://nj.lianjia.com/xiaoqu/pukouqita11/
nj,浦口,桥北, 137 ,http://nj.lianjia.com/xiaoqu/qiaobei/
nj,浦口,泰山街道, 27 ,http://nj.lianjia.com/xiaoqu/taishanjiedao/
nj,六合,大厂, 128 ,http://nj.lianjia.com/xiaoqu/dachang12/
nj,六合,龙池, 28 ,http://nj.lianjia.com/xiaoqu/longchi/
nj,六合,六合主城, 78 ,http://nj.lianjia.com/xiaoqu/luhezhucheng/
nj,六合,六合其它, 31 ,http://nj.lianjia.com/xiaoqu/liuheqita1/
nj,六合,南门新城, 31 ,http://nj.lianjia.com/xiaoqu/nanmenxincheng/
nj,溧水,溧水恒大, 8 ,http://nj.lianjia.com/xiaoqu/lishuihengda/
nj,溧水,溧水城北, 36 ,http://nj.lianjia.com/xiaoqu/lishuichengbei/
nj,溧水,溧水城南, 37 ,http://nj.lianjia.com/xiaoqu/lishuichengnan/
nj,溧水,溧水城西, 10 ,http://nj.lianjia.com/xiaoqu/lishuichengxi/
nj,溧水,溧水城中, 64 ,http://nj.lianjia.com/xiaoqu/lishuichengzhong/
nj,溧水,溧水其它, 32 ,http://nj.lianjia.com/xiaoqu/lishuiqita/
nj,高淳,高淳, 84 ,http://nj.lianjia.com/xiaoqu/gaochun11/
