city,district_name,subdistrict_name,subdistrict_xiaoqu_num,subdistrict_url
bj,海淀,五道口, 55 ,http://bj.lianjia.com/xiaoqu/wudaokou/
bj,海淀,魏公村, 40 ,http://bj.lianjia.com/xiaoqu/weigongcun/
bj,海淀,五棵松, 86 ,http://bj.lianjia.com/xiaoqu/wukesong1/
bj,海淀,万柳, 21 ,http://bj.lianjia.com/xiaoqu/wanliu/
bj,海淀,万寿路, 40 ,http://bj.lianjia.com/xiaoqu/wanshoulu1/
bj,海淀,西山, 82 ,http://bj.lianjia.com/xiaoqu/xishan21/
bj,海淀,西三旗, 54 ,http://bj.lianjia.com/xiaoqu/xisanqi1/
bj,海淀,西北旺, 19 ,http://bj.lianjia.com/xiaoqu/xibeiwang/
bj,海淀,学院路, 44 ,http://bj.lianjia.com/xiaoqu/xueyuanlu1/
bj,海淀,小西天, 53 ,http://bj.lianjia.com/xiaoqu/xiaoxitian1/
bj,海淀,西直门, 86 ,http://bj.lianjia.com/xiaoqu/xizhimen1/
bj,海淀,新街口, 42 ,http://bj.lianjia.com/xiaoqu/xinjiekou2/
bj,海淀,西二旗, 9 ,http://bj.lianjia.com/xiaoqu/xierqi1/
bj,海淀,杨庄, 35 ,http://bj.lianjia.com/xiaoqu/yangzhuang1/
bj,海淀,玉泉路, 40 ,http://bj.lianjia.com/xiaoqu/yuquanlu11/
bj,海淀,圆明园, 11 ,http://bj.lianjia.com/xiaoqu/yuanmingyuan/
bj,海淀,颐和园, 30 ,http://bj.lianjia.com/xiaoqu/yiheyuan/
bj,海淀,知春路, 34 ,http://bj.lianjia.com/xiaoqu/zhichunlu/
bj,海淀,皂君庙, 53 ,http://bj.lianjia.com/xiaoqu/zaojunmiao/
bj,海淀,中关村, 45 ,http://bj.lianjia.com/xiaoqu/zhongguancun/
bj,海淀,紫竹桥, 96 ,http://bj.lianjia.com/xiaoqu/zizhuqiao/
bj,丰台,北大地, 72 ,http://bj.lianjia.com/xiaoqu/beidadi/
bj,丰台,北京南站, 31 ,http://bj.lianjia.com/xiaoqu/beijingnanzhan1/
bj,丰台,成寿寺, 35 ,http://bj.lianjia.com/xiaoqu/chengshousi1/
bj,丰台,草桥, 31 ,http://bj.lianjia.com/xiaoqu/caoqiao/
bj,丰台,菜户营, 43 ,http://bj.lianjia.com/xiaoqu/caihuying/
bj,丰台,大红门, 15 ,http://bj.lianjia.com/xiaoqu/dahongmen/
bj,丰台,丰台其它, 77 ,http://bj.lianjia.com/xiaoqu/fengtaiqita1/
bj,丰台,方庄, 34 ,http://bj.lianjia.com/xiaoqu/fangzhuang1/
bj,丰台,广安门, 65 ,http://bj.lianjia.com/xiaoqu/guanganmen/
bj,丰台,和义, 40 ,http://bj.lianjia.com/xiaoqu/heyi/
bj,丰台,花乡, 8 ,http://bj.lianjia.com/xiaoqu/huaxiang/
bj,丰台,旧宫, 74 ,http://bj.lianjia.com/xiaoqu/jiugong1/
bj,丰台,角门, 24 ,http://bj.lianjia.com/xiaoqu/jiaomen/
bj,丰台,科技园区, 116 ,http://bj.lianjia.com/xiaoqu/kejiyuanqu/
bj,丰台,看丹桥, 32 ,http://bj.lianjia.com/xiaoqu/kandanqiao/
bj,丰台,丽泽, 21 ,http://bj.lianjia.com/xiaoqu/lize/
bj,丰台,刘家窑, 40 ,http://bj.lianjia.com/xiaoqu/liujiayao/
bj,丰台,卢沟桥, 19 ,http://bj.lianjia.com/xiaoqu/lugouqiao1/
bj,丰台,六里桥, 56 ,http://bj.lianjia.com/xiaoqu/liuliqiao1/
bj,丰台,木樨园, 24 ,http://bj.lianjia.com/xiaoqu/muxiyuan1/
bj,丰台,马家堡, 55 ,http://bj.lianjia.com/xiaoqu/majiabao/
bj,丰台,马连道, 62 ,http://bj.lianjia.com/xiaoqu/maliandao1/
bj,丰台,蒲黄榆, 30 ,http://bj.lianjia.com/xiaoqu/puhuangyu/
bj,丰台,青塔, 62 ,http://bj.lianjia.com/xiaoqu/qingta1/
bj,丰台,七里庄, 51 ,http://bj.lianjia.com/xiaoqu/qilizhuang/
bj,丰台,宋家庄, 39 ,http://bj.lianjia.com/xiaoqu/songjiazhuang/
bj,丰台,十里河, 22 ,http://bj.lianjia.com/xiaoqu/shilihe/
bj,丰台,太平桥, 21 ,http://bj.lianjia.com/xiaoqu/taipingqiao1/
bj,丰台,五里店, 31 ,http://bj.lianjia.com/xiaoqu/wulidian/
bj,丰台,西红门, 65 ,http://bj.lianjia.com/xiaoqu/xihongmen/
bj,丰台,西罗园, 19 ,http://bj.lianjia.com/xiaoqu/xiluoyuan/
bj,丰台,新宫, 20 ,http://bj.lianjia.com/xiaoqu/xingong/
bj,丰台,岳各庄, 33 ,http://bj.lianjia.com/xiaoqu/yuegezhuang/
bj,丰台,玉泉营, 67 ,http://bj.lianjia.com/xiaoqu/yuquanying/
bj,丰台,右安门外, 22 ,http://bj.lianjia.com/xiaoqu/youanmenwai/
bj,丰台,永定门, 85 ,http://bj.lianjia.com/xiaoqu/yongdingmen/
bj,丰台,洋桥, 40 ,http://bj.lianjia.com/xiaoqu/yangqiao1/
bj,丰台,赵公口, 32 ,http://bj.lianjia.com/xiaoqu/zhaogongkou/
bj,石景山,八角, 21 ,http://bj.lianjia.com/xiaoqu/bajiao1/
bj,石景山,城子, 46 ,http://bj.lianjia.com/xiaoqu/chengzi/
bj,石景山,古城, 24 ,http://bj.lianjia.com/xiaoqu/gucheng/
bj,石景山,老山, 6 ,http://bj.lianjia.com/xiaoqu/laoshan1/
bj,石景山,鲁谷, 39 ,http://bj.lianjia.com/xiaoqu/lugu1/
bj,石景山,门头沟其它, 69 ,http://bj.lianjia.com/xiaoqu/mentougouqita1/
bj,石景山,苹果园, 80 ,http://bj.lianjia.com/xiaoqu/pingguoyuan1/
bj,石景山,石景山其它, 25 ,http://bj.lianjia.com/xiaoqu/shijingshanqita1/
bj,石景山,杨庄, 35 ,http://bj.lianjia.com/xiaoqu/yangzhuang1/
bj,石景山,玉泉路, 40 ,http://bj.lianjia.com/xiaoqu/yuquanlu11/
bj,通州,北关, 48 ,http://bj.lianjia.com/xiaoqu/beiguan/
bj,通州,大兴其它, 89 ,http://bj.lianjia.com/xiaoqu/daxingqita11/
bj,通州,果园, 63 ,http://bj.lianjia.com/xiaoqu/guoyuan1/
bj,通州,九棵树(家乐福), 46 ,http://bj.lianjia.com/xiaoqu/jiukeshu12/
bj,通州,潞苑, 51 ,http://bj.lianjia.com/xiaoqu/luyuan/
bj,通州,梨园, 41 ,http://bj.lianjia.com/xiaoqu/liyuan/
bj,通州,临河里, 45 ,http://bj.lianjia.com/xiaoqu/linheli/
bj,通州,马驹桥, 40 ,http://bj.lianjia.com/xiaoqu/majuqiao1/
bj,通州,乔庄, 29 ,http://bj.lianjia.com/xiaoqu/qiaozhuang/
bj,通州,首都机场, 18 ,http://bj.lianjia.com/xiaoqu/shoudoujichang1/
bj,通州,通州北苑, 2001 ,http://bj.lianjia.com/xiaoqu/chaoyang/
