xiaoqu_id,xiaoqu_name,recently_sold,cur_rental,cur_selling,avg_price,year
1111027380242,万国城MOMA,30天成交1套,12,40,102854.0,2002
1111027375430,海运仓小区,30天成交2套,6,20,107475.0,2002
1111027374993,华冠丽景,30天成交1套,2,5,114828.0,2003
1111027375114,胡家园小区,30天成交1套,9,12,85926.0,1985
1111027374075,民安小区东直门内北小街,30天成交0套,0,16,98316.0,2003
1111027380239,当代MOMA,30天成交0套,13,9,102865.0,2006
1111027376862,东方银座,30天成交0套,9,11,77373.0,2003
1111027374072,东直门北大街,30天成交2套,3,7,88349.0,1987
1111027374074,民安小区东直门北中街,30天成交0套,1,15,99927.0,1985
1111027374080,东直门内大街,30天成交2套,5,16,104199.0,1940
1111027374065,东中街,30天成交1套,1,7,93483.0,1982
1111027374081,东直门南大街,30天成交2套,2,13,89961.0,1990
1111027375180,华普花园,30天成交0套,1,4,61106.0,2001
1111027374021,民安小区东羊管胡同,30天成交0套,1,6,98074.0,2002
1111027374044,民安小区东扬威街,30天成交0套,1,11,99524.0,2002
1111027381776,元嘉国际公寓,30天成交1套,1,7,83637.0,2003
1111027374078,东直门内北小街8号院,30天成交1套,2,5,101532.0,2003
1111027376353,察慈小区,30天成交1套,1,6,85372.0,1990
1111027381418,新源西里中街,30天成交0套,4,7,72646.0,1980
1111027379727,十字坡西里,30天成交1套,1,0,101122.0,1981
1111027378459,NAGA上院,30天成交0套,0,0,89252.0,2008
1111027378240,民安小区民安街,30天成交0套,0,4,107935.0,2002
1111027374073,清水苑,30天成交0套,3,1,92827.0,1980
1111027374077,东直门内北小街2号院,30天成交0套,2,3,80309.0,2003
1111027375827,北官厅胡同,30天成交2套,3,3,106742.0,1988
1111027374076,东直门内北小街16号,30天成交0套,0,5,94402.0,2003
1111027381479,新中西里,30天成交0套,0,4,87703.0,1983
1111027381416,新源西里东街,30天成交3套,0,5,72086.0,1981
1111027376456,仓夹道,30天成交0套,0,6,103075.0,2003
1111027375829,北官厅胡同甲二号院,30天成交0套,0,6,105248.0,1993
1111027380890,香河园北里,30天成交1套,1,13,89234.0,1984
1111027375828,北官厅胡同2号院,30天成交1套,2,2,111006.0,1978
1111027375110,胡家园26号院,30天成交0套,0,3,81833.0,1996
1111027374087,东直门外小街8号院,30天成交0套,0,2,76521.0,1995
1111027376195,北新仓胡同,30天成交0套,1,0,106268.0,2002
117284081570681,使馆壹号院,30天成交0套,1,1,144473.0,2012
1111027375431,海运仓胡同3号院,30天成交0套,0,2,93969.0,1986
1111027375475,后永康胡同2号院4号院,30天成交1套,1,5,97957.0,1990
1111027376212,北新桥三条1号院,30天成交0套,2,3,126563.0,1981
1111027375579,安定门东大街,30天成交0套,2,2,108564.0,1985
1111027378852,青龙胡同,30天成交0套,0,1,113556.0,1975
1111027375433,海运仓南里一区,30天成交0套,1,1,95385.0,1998
1111027378739,炮局头条,30天成交1套,0,1,91725.0,1970
1111027380893,香河园街,30天成交0套,0,0,78706.0,1990
1111027375477,后永康胡同6号院,30天成交0套,0,4,81188.0,1980
1111027374062,东中公寓,30天成交0套,0,5,82385.0,1997
1111027382345,正东国际大厦,30天成交0套,2,6,50558.0,2004
1111027381313,西香河园,30天成交0套,1,1,86290.0,1979
1111027374086,东直门外小街10号院,30天成交0套,0,1,78733.0,1986
1111027376214,北新桥头条,30天成交0套,0,3,99910.0,1970
1111042948189,北新桥三条,30天成交0套,1,3,95433.0,1985
1111027379788,铜厂子胡同,30天成交0套,0,2,93979.0,1979
1111027376652,草园胡同,30天成交0套,0,0,96494.0,1980
1111027376459,藏经馆胡同15号院,30天成交0套,0,0,114558.0,1985
1111027376897,东湖别墅,30天成交0套,0,0,-1.0,2010
1111027382048,育树四条,30天成交0套,0,1,88456.0,1983
1111027378956,前永康二巷,30天成交0套,0,1,111727.0,1970
1111027374085,东直门外斜街,30天成交0套,1,0,80099.0,1988
1111046279536,北新桥三条64号院,30天成交0套,0,1,104010.0,1985
1120036212552893,东直门外大街(东城）,30天成交3套,8,6,84871.0,1985
1111045131379,柏林寺,30天成交0套,0,0,-1.0,-1
1111027375472,后永康北巷,30天成交0套,0,0,127505.0,2008
1116300250510070,梵悦万国府,30天成交0套,0,0,-1.0,2018
1111027376211,北新桥二条,30天成交0套,0,0,-1.0,-1
1111027381695,雍和大厦,30天成交0套,2,0,44910.0,2003
1111027381699,雍和宫大街,30天成交0套,0,0,-1.0,1990
1111027378957,前永康胡同,30天成交0套,1,0,-1.0,1980
1111027375474,后永康胡同,30天成交0套,0,0,150767.0,1980
1111027378731,炮局二条,30天成交0套,0,0,-1.0,-1
1111027378733,炮局胡同,30天成交0套,0,0,-1.0,-1
1111027376458,藏经馆胡同,30天成交0套,0,0,-1.0,1985
1111027382018,育树胡同,30天成交0套,0,0,-1.0,1988
1111027376196,北新仓胡同12号院,30天成交0套,1,0,-1.0,1989
1111027376206,北新胡同,30天成交0套,0,0,65526.0,-1
1111041212937,酱坊东夹道,30天成交0套,0,0,110852.0,-1
1111027382769,中医研究院,30天成交0套,0,0,-1.0,1990
1111027378734,炮局胡同甲34号院,30天成交0套,0,0,-1.0,-1
1111027375983,柏林胡同,30天成交0套,0,0,-1.0,2012
1111041408806,后永康一巷,30天成交0套,0,0,-1.0,-1
1111027375478,后永康胡同甲21号院,30天成交0套,0,0,-1.0,1980
1111027378738,炮局四条,30天成交0套,0,0,-1.0,-1
1111043123818,东直门内北小街3号院,30天成交0套,0,0,-1.0,-1
1111027378962,前永康一巷,30天成交0套,0,0,-1.0,-1
1111027375269,红杉公寓,30天成交0套,0,0,-1.0,1999
1111027375473,后永康二巷,30天成交0套,1,0,-1.0,1985
1111027381008,戏楼胡同,30天成交0套,0,0,-1.0,-1
1111027382050,育树头条,30天成交0套,0,0,-1.0,-1
1111027379820,天恒大厦,30天成交0套,0,0,-1.0,2005
1111043264053,北新五巷,30天成交0套,0,0,-1.0,2012
1111027378960,前永康三巷,30天成交0套,0,0,-1.0,-1
1111027376221,北新一巷,30天成交0套,0,0,-1.0,-1
1111027378959,前永康四巷,30天成交0套,0,0,-1.0,-1
1111027378961,前永康五巷,30天成交0套,0,0,-1.0,-1
1111027382008,育树二条,30天成交0套,0,0,-1.0,-1
1111027381045,戏楼一巷,30天成交0套,0,0,-1.0,-1
1111027381016,戏楼胡同二巷,30天成交0套,0,0,-1.0,-1
1114891636764613,北二里庄,30天成交0套,0,0,-1.0,-1
1111043078153,北利民胡同,30天成交0套,0,0,-1.0,-1
1111027376956,合作巷,30天成交0套,0,0,-1.0,-1
1111027376216,北新四巷,30天成交0套,0,0,-1.0,-1
1111027376215,北新三巷,30天成交0套,0,0,-1.0,-1
1111027374565,歌华大厦,30天成交0套,0,0,-1.0,2008
1111027377104,酱坊西夹道,30天成交0套,0,0,-1.0,-1
1111027375429,海运仓大厦,30天成交0套,0,0,-1.0,-1
1111027376198,北新二巷,30天成交0套,0,0,-1.0,-1
1111027377209,蒋家口胡同,30天成交0套,0,0,-1.0,-1
1111027382047,玉树四条,30天成交0套,0,0,-1.0,-1
1111047329981,聚才大厦,30天成交0套,0,0,-1.0,-1
1111042960847,乾元大厦,30天成交0套,0,0,-1.0,-1
1111027382462,中航大厦,30天成交0套,0,0,-1.0,-1
1111027380109,天悦楼,30天成交0套,0,0,-1.0,-1
1111027381417,新源西里河畔9号,30天成交0套,0,0,-1.0,-1
1120024357619146,嘉诚有树,30天成交0套,0,0,-1.0,-1
1115100280344503,微电子写字楼,30天成交0套,0,0,-1.0,-1
1120032810681683,国华大厦,30天成交0套,0,0,-1.0,-1
1118111575634616,东直门内北中街乙1号,30天成交0套,0,0,-1.0,-1
