xiaoqu_id,xiaoqu_name,recently_sold,cur_rental,cur_selling,avg_price,year
2711052258157,青年路小区,90天成交1套,3,9,44212.0,1990
1811043640982,平海公寓,90天成交0套,4,7,66180.0,2001
1811043640943,东方金座,90天成交1套,2,10,37374.0,2001
2711052461645,浣纱路,90天成交1套,2,5,65660.0,1973
2711052280051,涌金门社区,90天成交0套,1,5,48813.0,1985
1811043640624,光复路小区,90天成交1套,4,7,42316.0,1985
1811043640697,开元路小区,90天成交0套,1,3,47695.0,1998
1811043641027,向阳新村,90天成交0套,0,1,60159.0,1985
187465177985925,绿城元福里,90天成交0套,0,1,141429.0,2015
2711052266525,未央村,90天成交0套,0,2,73608.0,1990
1811043640976,名珏公寓,90天成交0套,4,8,70963.0,2005
1811043642602,宋浇造巷,90天成交0套,0,2,69751.0,1989
2711052162472,东平巷小区,90天成交1套,0,2,48194.0,2000
1811043640965,积善坊巷,90天成交1套,2,6,45530.0,1989
2711052524493,邮电路16-38号,90天成交1套,1,6,71211.0,1986
1811043641030,岳王新村,90天成交0套,0,0,49449.0,2000
1815076066101329,元华公寓,90天成交0套,0,2,77133.0,2004
1812037277101977,将军路,90天成交0套,0,2,63191.0,1986
1811043640761,羊血弄,90天成交1套,2,1,47099.0,1985
1813039471440767,五福里,90天成交0套,0,1,69339.0,1985
1811043640958,蕙宜村,90天成交0套,0,1,79044.0,1999
2711052535426,枝头巷7-28号,90天成交0套,2,5,71146.0,1987
1811043640984,平海路小区,90天成交0套,1,1,67445.0,1989
1812560794661040,东羊血弄,90天成交1套,1,0,40733.0,1985
1811043641018,思鑫坊,90天成交0套,0,0,111016.0,2000
2711052449973,光复路146-186号,90天成交2套,0,4,68293.0,1983
2711052252606,湖滨公寓,90天成交0套,0,0,116360.0,2007
2711051869219,柳营新村,90天成交0套,0,0,51062.0,1990
2711052845629,祖庙巷45号,90天成交0套,0,1,35406.0,1985
1811044484537,仁和大厦,90天成交0套,0,0,34319.0,2001
2711052539247,中河中路,90天成交1套,0,3,57239.0,1990
1815168666874142,长生路48号,90天成交0套,1,1,78507.0,1990
1811043640613,崔家巷,90天成交0套,1,2,64024.0,2000
189838157902081,缸儿巷,90天成交0套,0,4,39914.0,1984
1811243854770246,中山中路279弄,90天成交0套,0,1,55008.0,1985
1811587168252889,长生路30号,90天成交0套,0,4,110768.0,-1
186873539686776,涌金广场聚景阁,90天成交1套,1,1,55947.0,1995
2711052541411,中山中路312-404号,90天成交1套,0,5,59340.0,1988
2711052755232,宏农里28-30号,90天成交0套,0,0,45322.0,1988
2711051859253,鉴衡里,90天成交1套,1,1,59252.0,1986
2711052286585,长生路小区,90天成交0套,0,1,79319.0,1980
2711052822639,延定巷2号,90天成交0套,0,2,65638.0,1990
2711052824154,延庆里6号,90天成交0套,0,1,65601.0,1990
1811043640673,中河大厦,90天成交0套,0,0,19022.0,2000
1820026843958407,邮电路11号,90天成交0套,0,1,107391.0,-1
1811043642114,劝业里,90天成交0套,0,0,-1.0,1997
2711052841969,中山中路460-466号,90天成交0套,1,1,53079.0,1990
2711052846147,祖庙巷47-51号,90天成交1套,0,1,65997.0,1989
1811057083963,定安路37号,90天成交0套,0,0,32164.0,1990
1813764982748037,青年里,90天成交1套,0,0,33622.0,1985
189959550758025,菩提寺路10号,90天成交0套,0,0,41070.0,-1
2711052843389,祖庙巷27号,90天成交0套,0,1,63915.0,-1
2711052482321,仁和路,90天成交0套,0,0,52260.0,1994
2711052481353,仁和里,90天成交0套,0,0,68590.0,1988
1810614333516872,比胜庙巷11号,90天成交0套,0,1,44362.0,-1
188691498364129,奎垣巷,90天成交1套,0,1,50452.0,-1
2711052841482,岳王路41号,90天成交0套,0,0,56304.0,1980
1811724979973407,知足路,90天成交0套,0,0,43561.0,1990
1811946785778766,三元坊巷,90天成交1套,1,1,79299.0,-1
1813195264405753,齐心里,90天成交0套,0,0,-1.0,-1
1813195264405753,齐心里,90天成交0套,0,0,-1.0,-1
2711051864386,开元路63、65、67、69号,90天成交0套,0,1,73500.0,1996
2711052730626,长生路31号,90天成交0套,1,0,42075.0,1989
1813195370312122,东坡路,90天成交0套,0,0,-1.0,-1
186946183197425,解放路213号,90天成交0套,0,0,28951.0,1998
1812585623891809,南山路260号,90天成交0套,0,0,79581.0,-1
1810184583557360,延安路,90天成交0套,0,0,53219.0,1991
2711051852063,比胜庙巷23号,90天成交1套,0,0,45595.0,1995
1820022618306848,定安路49号,90天成交0套,0,0,46225.0,-1
1811044377190,中山中路315号,90天成交0套,0,1,22456.0,-1
1816276532244614,平海旺角,90天成交0套,0,0,28436.0,2012
186988989477358,比胜庙巷13号,90天成交1套,0,0,45202.0,1990
1820020372795834,蕲王路11号,90天成交0套,0,0,-1.0,-1
1817634193082751,比胜庙巷18号,90天成交0套,0,0,-1.0,-1
1820026491356887,九星里建筑群,90天成交0套,0,0,-1.0,-1
1813215222739479,湖滨银泰,90天成交0套,0,0,-1.0,-1
188688595906945,定安路130号,90天成交0套,0,0,42230.0,-1
1816316058055565,龙翔大厦,90天成交0套,0,0,-1.0,-1
1812063888650084,中山中路286号,90天成交0套,0,1,44448.0,-1
1814262447935463,浣纱路5号,90天成交0套,0,0,-1.0,-1
1820035551729587,中山中路274号,90天成交0套,0,0,-1.0,-1
1812834379935798,南山路254号,90天成交0套,0,0,-1.0,-1
189873142592460,湖滨路,90天成交0套,0,0,-1.0,-1
1811431874669769,灵寿寺巷,90天成交0套,0,0,-1.0,1988
1811043641012,广厦西湖时代广场,90天成交0套,0,0,-1.0,2003
