xiaoqu_id,xiaoqu_name,recently_sold,cur_rental,cur_selling,avg_price,year
5011000017903,淡水湾花园,90天成交3套,11,8,117849.0,2007
5011000010865,翠湖天地御苑,90天成交2套,34,35,139931.0,2006
5011000010864,翠湖天地嘉苑,90天成交0套,21,29,144464.0,2008
5011000017918,翠湖天地雅苑,90天成交1套,13,11,142576.0,2003
5011000017799,淮海晶华苑,90天成交1套,3,9,90977.0,2006
5011000016251,华府天地,90天成交0套,2,1,136108.0,2006
5011000015467,济南路8号,90天成交1套,8,9,111996.0,1998
5011000016667,建德坊,90天成交1套,6,6,107464.0,2002
5011000017925,马当小区,90天成交2套,8,7,100970.0,1992
509568200699568,翠湖天地隽荟,90天成交0套,7,11,-1.0,2016
5011000016662,瑞金新苑,90天成交1套,1,4,71829.0,1998
5011000016895,锦麟天地雅苑,90天成交1套,1,5,139332.0,2005
5011000017896,复兴苑,90天成交1套,2,4,83955.0,1998
5011000017376,国际广场(卢湾),90天成交0套,2,2,59420.0,1997
5011000017540,重庆公寓,90天成交0套,3,2,83562.0,1936
5011000017224,振华里小区,90天成交0套,5,4,153360.0,1994
5011000016524,淡水公寓,90天成交1套,1,1,104666.0,2000
5011000015253,健乐小区,90天成交1套,1,7,97530.0,1984
5011000017755,巴士小区,90天成交1套,1,2,102185.0,1992
5011000015565,经纬公寓,90天成交0套,4,2,87142.0,-1
5011000015713,万宜坊,90天成交1套,0,2,95396.0,-1
5011000016276,连云大楼,90天成交0套,1,4,96777.0,1992
5011000017661,香港广场,90天成交0套,2,4,86370.0,1997
5011000014482,花园公寓(卢湾),90天成交0套,1,1,87029.0,1926
5011000017914,巴黎公寓,90天成交1套,2,3,119983.0,1974
5011000016864,淮海大厦,90天成交0套,1,1,96271.0,1992
5011000003518,重建小区,90天成交1套,0,3,94898.0,1929
5011000007308,复兴中路480弄,90天成交0套,1,1,109701.0,1940
5011000007339,合肥路127弄,90天成交1套,1,0,100229.0,1936
5011000009462,梅兰坊,90天成交0套,0,0,-1.0,1930
5011000005340,马当路418弄,90天成交0套,0,0,93688.0,1982
5011000005609,淡水路442弄,90天成交0套,0,1,100719.0,1987
5011000014992,永年大厦,90天成交0套,1,1,92421.0,1990
5011000006251,永年路178弄,90天成交0套,0,1,95238.0,1992
5011000017302,松韵小区,90天成交0套,1,0,99058.0,1940
5011000009747,丰裕里,90天成交0套,0,0,67685.0,1930
5011000008333,黄陂南路783号,90天成交1套,0,0,109238.0,1981
5011000016272,思家公寓,90天成交0套,0,0,102430.0,2000
5011000013768,科普大楼,90天成交0套,0,1,100236.0,1988
5011000011070,复兴中路474号,90天成交0套,0,1,88542.0,-1
5011000000156,永年路149弄,90天成交0套,0,0,-1.0,-1
5011000009112,合肥路592弄,90天成交0套,0,0,-1.0,-1
5011000013725,西成里,90天成交0套,1,0,134433.0,1901
5011102207868,合肥路395-397号(单),90天成交0套,0,1,99500.0,1976
5011000006636,马当路420号,90天成交0套,0,0,-1.0,1982
5011000008720,马当路328弄,90天成交0套,0,0,-1.0,1920
5011000009453,萝邨,90天成交0套,0,0,-1.0,1930
5011000012268,淮海路1号,90天成交0套,0,0,-1.0,-1
5011000009464,三德坊,90天成交0套,0,0,-1.0,1980
5011000006502,淡水路229弄,90天成交0套,0,0,111111.0,1930
5011000006226,合肥路161号,90天成交0套,0,0,89431.0,1984
5011000005153,建国东路187号,90天成交1套,0,0,-1.0,1981
5011000002841,淡水路262号,90天成交0套,0,0,64754.0,-1
5011000009465,永丰村,90天成交0套,1,0,-1.0,1935
5011000006322,合肥路366弄,90天成交0套,1,1,117748.0,1960
5011000007518,普庆里,90天成交0套,0,0,-1.0,1920
5011000003790,重庆南路177号,90天成交0套,0,0,-1.0,-1
5011000009529,淡水路266弄,90天成交0套,0,0,-1.0,1985
5011000008998,尚贤坊,90天成交0套,0,0,-1.0,1960
5011000009463,祥茂新村,90天成交0套,0,0,-1.0,1930
5011102207851,建国东路39弄,90天成交0套,0,0,-1.0,-1
5011000003329,马当路336弄,90天成交0套,0,0,-1.0,1930
5011000009463,祥茂新村,90天成交0套,0,0,-1.0,1930
5011000007019,梨园坊,90天成交0套,0,0,119626.0,1993
5011000008142,合肥路267-271号(单),90天成交0套,1,1,87568.0,1987
5012970599657720,东台路279号,90天成交0套,0,0,-1.0,-1
5011000003888,曙光大厦,90天成交0套,0,0,-1.0,-1
5011000016647,柳林大厦,90天成交0套,0,0,-1.0,1996
5011000002214,合肥路624号,90天成交0套,0,0,-1.0,-1
5011000001622,合肥路345号,90天成交0套,0,0,-1.0,1976
5011000006083,合肥路640号,90天成交0套,0,0,-1.0,-1
