1,动力鸡车,121803970,动力鸡车(嘉福汇官方形象店),准四星商户,http://www.dianping.com/shop/121803970#comment,
1,动力鸡车,97895589,动力鸡车(鹤洁店),准四星商户,http://www.dianping.com/shop/97895589#comment,
1,动力鸡车,93284261,动力鸡车,准四星商户,http://www.dianping.com/shop/93284261#comment,
1,动力鸡车,68176000,动力鸡车(羽山生活广场店),准四星商户,http://www.dianping.com/shop/68176000#comment,
1,动力鸡车,120123044,动力鸡车(鹿溪店),准四星商户,http://www.dianping.com/shop/120123044#comment,
1,动力鸡车,127693828,动力鸡车(万祥店),准四星商户,http://www.dianping.com/shop/127693828#comment,
1,动力鸡车,67421717,动力鸡车(西藏北路店),三星商户,http://www.dianping.com/shop/67421717#comment,
1,动力鸡车,56745234,动力鸡车(崮山店),三星商户,http://www.dianping.com/shop/56745234#comment,
1,动力鸡车,67035832,动力鸡车(方泰店),三星商户,http://www.dianping.com/shop/67035832#comment,
1,动力鸡车,65954455,动力鸡车(西郊店),准四星商户,http://www.dianping.com/shop/65954455#comment,
1,动力鸡车,59414909,动力鸡车(肇嘉浜路店),准四星商户,http://www.dianping.com/shop/59414909#comment,
1,动力鸡车,112198928,动力鸡车(天山路店),准四星商户,http://www.dianping.com/shop/112198928#comment,
1,动力鸡车,65609610,动力鸡车(电机学院店),准四星商户,http://www.dianping.com/shop/65609610#comment,
1,动力鸡车,124217752,动力鸡车(新港店),三星商户,http://www.dianping.com/shop/124217752/review,
1,动力鸡车,18478108,动力鸡车(上海大学店),准四星商户,http://www.dianping.com/shop/18478108#comment,
1,动力鸡车,74602783,动力鸡车(森兰欧尚店),三星商户,http://www.dianping.com/shop/74602783#comment,
1,动力鸡车,95299893,动力鸡车(老港镇店),准四星商户,http://www.dianping.com/shop/95299893#comment,
1,动力鸡车,98944105,动力鸡车(东大名路店),准四星商户,http://www.dianping.com/shop/98944105#comment,
1,动力鸡车,93231392,动力鸡车(斜土东路店),准四星商户,http://www.dianping.com/shop/93231392#comment,
1,动力鸡车,97529569,动力鸡车欢乐餐厅(陈家镇店),准四星商户,http://www.dianping.com/shop/97529569#comment,
1,动力鸡车,111497973,动力鸡车(唐镇店),准四星商户,http://www.dianping.com/shop/111497973#comment,
1,动力鸡车,80456262,动力鸡车(平福路店),准四星商户,http://www.dianping.com/shop/80456262#comment,
1,动力鸡车,125969661,动力鸡车(南亭公路店),准四星商户,http://www.dianping.com/shop/125969661#comment,
1,动力鸡车,76835261,动力鸡车(柳梁路),准四星商户,http://www.dianping.com/shop/76835261#comment,
1,动力鸡车,123859551,动力鸡车(联阳店),准四星商户,http://www.dianping.com/shop/123859551#comment,歇业/关闭
1,动力鸡车,112232531,动力鸡车(堡镇店),三星商户,http://www.dianping.com/shop/112232531/review,
1,动力鸡车,95558025,动力鸡车(车墩店),准四星商户,http://www.dianping.com/shop/95558025#comment,
1,动力鸡车,110443433,动力鸡车(金苹果学校店),准四星商户,http://www.dianping.com/shop/110443433#comment,
1,动力鸡车,94313565,动力鸡车(平原街店),准四星商户,http://www.dianping.com/shop/94313565#comment,
1,动力鸡车,113708074,动力鸡车(周浦康沈路店),三星商户,http://www.dianping.com/shop/113708074#comment,
1,动力鸡车,66811461,动力鸡车(万乐城店),准四星商户,http://www.dianping.com/shop/66811461#comment,
1,动力鸡车,97479867,动力鸡车(汶水东路店),准四星商户,http://www.dianping.com/shop/97479867#comment,
1,动力鸡车,45448085,动力鸡车粉丝馆,准四星商户,http://www.dianping.com/shop/45448085#comment,
1,动力鸡车,23583776,动力鸡车(白兰路店),准四星商户,http://www.dianping.com/shop/23583776#comment,
1,动力鸡车,97442074,动力鸡车(上海月罗路店),准四星商户,http://www.dianping.com/shop/97442074#comment,
1,动力鸡车,112104859,动力鸡车(欢乐城店),准四星商户,http://www.dianping.com/shop/112104859#comment,
1,动力鸡车,90311521,动力鸡车(上海总店),准四星商户,http://www.dianping.com/shop/90311521#comment,
1,动力鸡车,66166657,动力鸡车(月盛路店),准四星商户,http://www.dianping.com/shop/66166657#comment,
1,动力鸡车,107379544,动力鸡车(白鹤镇店),三星商户,http://www.dianping.com/shop/107379544#comment,
1,动力鸡车,110581018,动力鸡车,准四星商户,http://www.dianping.com/shop/110581018#comment,
1,动力鸡车,22051590,动力鸡车(卜蜂莲花店),准四星商户,http://www.dianping.com/shop/22051590#comment,
1,动力鸡车,21027875,动力鸡车(碧江广场店),三星商户,http://www.dianping.com/shop/21027875#comment,
1,动力鸡车,110581016,动力鸡车(沪城环路店),该商户暂无星级,http://www.dianping.com/shop/110581016#comment,歇业/关闭
1,动力鸡车,27483223,薡茶动力鸡车(民生店),该商户暂无星级,http://www.dianping.com/shop/27483223#comment,歇业/关闭
1,动力鸡车,110581013,动力鸡车(联明路店),准四星商户,http://www.dianping.com/shop/110581013#comment,
1,动力鸡车,34246048,动力鸡车(森兰商都店),准四星商户,http://www.dianping.com/shop/34246048#comment,
1,动力鸡车,21931369,动力鸡车(上川路),准四星商户,http://www.dianping.com/shop/21931369#comment,
1,动力鸡车,110580943,动力鸡车(绿莲路店),准四星商户,http://www.dianping.com/shop/110580943#comment,歇业/关闭
1,动力鸡车,92108378,动力鸡车(漕泾店),三星商户,http://www.dianping.com/shop/92108378/review,
1,动力鸡车,66888418,动力鸡车(大润发玛特店),准四星商户,http://www.dianping.com/shop/66888418#comment,
1,动力鸡车,14723142,动力鸡车凯旋路,该商户暂无星级,http://www.dianping.com/shop/14723142#comment,歇业/关闭
1,动力鸡车,93643362,鲜道&动力鸡车,准四星商户,http://www.dianping.com/shop/93643362#comment,
1,动力鸡车,102155103,动力鸡车(新都会店),三星商户,http://www.dianping.com/shop/102155103#comment,
1,动力鸡车,79292640,动力鸡车(苏宁店),该商户暂无星级,http://www.dianping.com/shop/79292640#comment,歇业/关闭
1,动力鸡车,91996222,动力鸡车(松汇中路店),准四星商户,http://www.dianping.com/shop/91996222#comment,
1,动力鸡车,14909546,动力鸡车(四平路店),该商户暂无星级,http://www.dianping.com/shop/14909546#comment,歇业/关闭
1,动力鸡车,48122970,动力鸡车(张江家乐福店),准四星商户,http://www.dianping.com/shop/48122970#comment,歇业/关闭
1,动力鸡车,121944894,动力鸡车(长发购物中心店),三星商户,http://www.dianping.com/shop/121944894#comment,
1,动力鸡车,65851276,动力鸡车(东林街店),准四星商户,http://www.dianping.com/shop/65851276#comment,
1,动力鸡车,60541000,动力鸡车(谷阳北路),准四星商户,http://www.dianping.com/shop/60541000#comment,
1,动力鸡车,107702902,动力鸡车(三林店),该商户暂无星级,http://www.dianping.com/shop/107702902#comment,歇业/关闭
1,动力鸡车,122915544,动力鸡车(工农店),准四星商户,http://www.dianping.com/shop/122915544#comment,
1,动力鸡车,91022238,动力鸡车,该商户暂无星级,http://www.dianping.com/shop/91022238#comment,歇业/关闭
1,动力鸡车,110581019,动力鸡车(乐天路店),准四星商户,http://www.dianping.com/shop/110581019#comment,
1,动力鸡车,97896825,动力鸡车,三星商户,http://www.dianping.com/shop/97896825/review,歇业/关闭
1,动力鸡车,97838628,动力鸡车(宝山店),三星商户,http://www.dianping.com/shop/97838628/review,歇业/关闭
1,动力鸡车,5619381,动力鸡车(同济支路店),准四星商户,http://www.dianping.com/shop/5619381#comment,
1,动力鸡车,69735016,动力鸡车(南泉北路店),该商户暂无星级,http://www.dianping.com/shop/69735016#comment,歇业/关闭
1,动力鸡车,65893095,动力鸡车(远洋店),准四星商户,http://www.dianping.com/shop/65893095#comment,
1,动力鸡车,93084196,动力鸡车(运河路店),准四星商户,http://www.dianping.com/shop/93084196#comment,
1,动力鸡车,66528282,动力鸡车(淞南购物中心店),准四星商户,http://www.dianping.com/shop/66528282#comment,
1,动力鸡车,45462330,动力鸡车(吾悦金街店),该商户暂无星级,http://www.dianping.com/shop/45462330#comment,歇业/关闭
1,动力鸡车,20952838,动力鸡车(陆家嘴店),该商户暂无星级,http://www.dianping.com/shop/20952838#comment,歇业/关闭
1,动力鸡车,37754226,动力鸡车(台湾小吃),该商户暂无星级,http://www.dianping.com/shop/37754226#comment,歇业/关闭
1,动力鸡车,22286851,动力鸡车(康桥店),准四星商户,http://www.dianping.com/shop/22286851#comment,
