city,xiaoqu_id,xiaoqu_name,xiaoqu_address,hierachy,year,structure_type,developer,property_mgmt_corp,total_buildings,total_apartments,nearby_facilities,maintenance_fee,avg_unit_selling_price,followers,update_date
sz,2411100437885,宝能城,(南山区大学城)留仙大道以北， 学苑路以南,链家网深圳站 > 深圳小区 > 南山区小区 > 大学城小区 > 宝能城,2016,塔楼,宝能地产股份有限公司,深圳市宝能物业管理有限公司,6,1271,暂无门店信息,4.9,94249.0,335,2019-02-25
