city,xiaoqu_id,xiaoqu_name,xiaoqu_address,hierachy,year,structure_type,developer,property_mgmt_corp,total_buildings,total_apartments,nearby_facilities,maintenance_fee,avg_unit_selling_price,followers,update_date
sh,5011000017818,万科兰乔圣菲,(闵行华漕)运乐路777弄-金辉路333弄,链家网上海站 > 上海小区 > 闵行小区 > 华漕小区 > 万科兰乔圣菲,2004,板楼,万科集团,上海万科物业管理有限公司,294,294,暂无门店信息,7.8,101184.0,181,2019-02-25
